name,ra,dec,bii
PSR J1650-4601,252.5774991895833,-46.02156602777778,-0.9453038622574519
PSR J1653-0158,253.40857141126142,-1.9769059737136376,24.935446597074243
PSR J1658-5324,254.66393440662497,-53.40194021954444,-6.6254102493851965
PSR J1702-4128,255.71884140833336,-41.48007324805556,0.12249344756971611
B1702-19,256.39988029625,-19.111068747222223,13.026648064212791
B1706-44,257.4281179166666,-44.485658055555554,-2.6858420417194093
PSR J1713+0747,258.45639201499995,7.793744986111111,25.222836300595056
PSR J1714-3830,258.58250000000004,-38.506388888888885,0.14025017987354013
PSR J1718-3825,259.5564868375,-38.42161188694444,-0.4316076794764818
PSR J1730-2304,262.5903019241667,-23.075318180555556,6.023268724198207
B1727-33,262.63467955125003,-33.84370442777778,0.0910973302434481
B1727-47,262.92566307916667,-47.743707065,-7.669258250861992
PSR J1732-3131,263.1397958333334,-31.52331111111111,1.0069544675053237
PSR J1732-5049,263.1990281604167,-50.81671988888889,-9.454476191586577
PSR J1736-3422,264.125,-34.375,-1.2332885902420587
PSR J1739-3023,264.91584089791667,-30.386165855555554,0.33671610246111555
PSR J1740+1000,265.10819875208335,10.001640672222223,20.268164613842654
PSR J1741+1351,265.37977109375,13.862257397222223,21.64079800418088
PSR J1741-2054,265.4886666666667,-20.903277777777777,4.906561479989057
PSR J1742-3321,265.625,-33.358333333333334,-1.7471233209875152
PSR J1744-1134,266.12254602666667,-11.581866675,9.179703285637082
PSR J1744-7619,266.00200981000006,-76.32075387777778,-22.458562222612926
PSR J1745+1017,266.39098978124997,10.297919777777778,19.253686013172242
PSR J1746-3239,266.72898698,-32.66035048888889,-2.1725681475645797
PSR J1747-2958,266.8166496836667,-29.969028789369442,-0.8428539373119353
PSR J1747-4036,266.9529865019167,-40.615229076491666,-6.412006568573467
PSR J1748-2815,267.125,-28.258333333333333,-0.18913499470098397
B1754-24,269.37217777416663,-24.365189225,0.05544635199061714
PSR J1757-6032,269.4391666666666,-60.53666666666666,-17.18223522228546
B1757-24,270.24817846875,-24.843708269444445,-0.8735316691175343
PSR J1803-2149,270.7900619998333,-21.81560416085,0.189841735160815
PSR J1803-6707,270.7676472464167,-67.1267104583611,-20.344404554460656
PSR J1805+0615,271.4266641210833,6.25516319275,13.005491278904483
PSR J1809-2332,272.459375,-23.539633333333335,-1.995467048847467
PSR J1810+1744,272.65535304119356,17.74371534841229,16.805974995376456
PSR J1811-2405,272.83272556083335,-24.088462066666665,-2.5590006532963194
PSR J1813-1246,273.3490211666666,-12.766952772222224,2.4443525435551647
PSR J1816+4510,274.1497251447717,45.17607365813025,24.735007821063075
