name,ra,dec,major,minor,angle
FL16Y J1207.4-5050,181.8525,-50.8449,0.0332,0.0325,-9.68
FL16Y J1207.6-5147,181.9061,-51.7989,0.2835,0.1283,-42.19
FL16Y J1207.6-2230,181.9158,-22.5074,0.0419,0.0324,46.51
FL16Y J1207.6-0107,181.9212,-1.1182,0.0314,0.0296,-6.01
FL16Y J1207.7-6441,181.9396,-64.697,0.0701,0.0659,29.81
FL16Y J1207.9-6901,181.9915,-69.0171,0.0467,0.0405,74.49
FL16Y J1208.1+3017,182.0326,30.2844,0.0769,0.0558,-37.31
FL16Y J1208.1-6237,182.0463,-62.6295,0.0215,0.0196,86.98
FL16Y J1208.4+1159,182.1169,11.9985,0.0804,0.0545,71.68
FL16Y J1208.5-5243e,182.13,-52.73,,,
FL16Y J1208.5+0956,182.131,9.9353,0.2229,0.1319,-55.98
FL16Y J1208.5-7810,182.1425,-78.1829,0.0337,0.0298,2.54
FL16Y J1208.5+6121,182.1492,61.3529,0.0407,0.0379,60.11
FL16Y J1208.6-5511,182.1617,-55.1872,0.0729,0.0612,-0.65
FL16Y J1208.7-1754,182.1815,-17.9062,0.0627,0.0562,-84.97
FL16Y J1208.8-7635,182.2042,-76.5946,0.0657,0.0565,37.43
FL16Y J1208.9+5441,182.2363,54.6933,0.0253,0.0251,-3.8
FL16Y J1208.9-7521,182.2438,-75.3511,0.4381,0.2332,-7.28
FL16Y J1208.9-2755,182.2442,-27.9196,0.0415,0.0374,89.68
FL16Y J1209.0-4629,182.2591,-46.4851,0.0405,0.0377,-36.9
FL16Y J1209.2-5910,182.3127,-59.1702,0.1883,0.1311,35.6
FL16Y J1209.2-6008,182.325,-60.1405,0.1407,0.101,-74.18
FL16Y J1209.4+4119,182.3608,41.3194,0.0194,0.0174,-60.95
FL16Y J1209.4+7609,182.3741,76.1527,0.0366,0.034,-44.33
FL16Y J1209.7+2549,182.4416,25.819,0.0766,0.0676,-36.87
FL16Y J1209.8+1811,182.4652,18.1854,0.031,0.0299,23.34
FL16Y J1210.1+3240,182.5388,32.6813,0.0622,0.0555,-89.14
FL16Y J1210.3-6249,182.5779,-62.8299,0.0509,0.0469,-75.86
FL16Y J1210.4+3928,182.6028,39.4816,0.0397,0.0347,23.91
FL16Y J1210.7-6431,182.6794,-64.5276,0.1442,0.1161,52.18
FL16Y J1211.1-3758,182.7777,-37.9701,0.0873,0.0567,11.33
FL16Y J1211.5-2734,182.8853,-27.5716,0.0486,0.0424,-33.39
FL16Y J1211.6+3901,182.9111,39.0204,0.0633,0.054,45.86
FL16Y J1211.8-4818,182.9641,-48.3142,0.0827,0.0601,26.48
FL16Y J1211.9+0305,182.9875,3.0877,0.0853,0.0697,16.74
FL16Y J1212.0-2328,183.002,-23.4711,0.0267,0.0247,51.73
FL16Y J1212.0+2243,183.0067,22.7253,0.0367,0.0305,-21.91
FL16Y J1212.1+6411,183.0468,64.1916,0.0582,0.0504,44.37
FL16Y J1212.2+2443,183.0721,24.7196,0.0724,0.0652,-24.15
FL16Y J1212.7-1401,183.1819,-14.0294,0.0451,0.0425,9.75
FL16Y J1213.0+5129,183.267,51.484,0.031,0.0285,-46.01
FL16Y J1213.1-1122,183.2975,-11.3693,0.1144,0.0804,-25.03
FL16Y J1213.3-2618,183.3393,-26.3,0.0306,0.0251,75.43
FL16Y J1213.3-6240e,183.35,-62.677,,,
FL16Y J1213.5+1306,183.3935,13.1089,0.0392,0.038,2.12
FL16Y J1213.6+1236,183.4025,12.6011,0.0514,0.0469,-23.15
FL16Y J1213.6-5956,183.4105,-59.937,0.1202,0.114,69.69
FL16Y J1213.8-4343,183.451,-43.7295,0.0471,0.0428,-61.3
FL16Y J1213.8-1659,183.4535,-16.9894,0.0821,0.0698,82.37
FL16Y J1213.9+6425,183.4836,64.4306,0.0525,0.0479,-68.52
FL16Y J1213.9-4415,183.4855,-44.2611,0.0376,0.0339,-13.95
FL16Y J1214.3-5855,183.5884,-58.9209,0.1844,0.1426,-74.97
FL16Y J1214.5-2320,183.6426,-23.3353,0.0801,0.0616,-57.08
FL16Y J1214.6-1925,183.6546,-19.4275,0.2332,0.1801,-34.01
FL16Y J1214.9+5002,183.7457,50.0409,0.0257,0.0228,84.86
FL16Y J1215.0+5351,183.7676,53.8522,0.0531,0.0465,-68.9
FL16Y J1215.0+1655,183.7678,16.9264,0.0327,0.0305,15.8
FL16Y J1215.1+0731,183.7832,7.5232,0.0297,0.0288,-88.47
FL16Y J1215.2+3509,183.8155,35.1587,0.0416,0.0401,-19.98
FL16Y J1215.3-0627,183.8356,-6.4533,0.1124,0.0933,-42.47
FL16Y J1215.5-3512,183.8799,-35.2026,0.1401,0.0984,54.96
FL16Y J1215.6-5939,183.9096,-59.6642,0.1051,0.0859,-38.92
FL16Y J1215.6-5455,183.9198,-54.9262,0.2131,0.1828,13.6
FL16Y J1215.7-1731,183.9342,-17.5262,0.0896,0.0766,-46.11
FL16Y J1215.9-3733,183.9967,-37.5593,0.063,0.0532,-87.83
FL16Y J1216.0-0243,184.0216,-2.7203,0.0344,0.0335,18.76
FL16Y J1216.1+0929,184.0387,9.4931,0.0353,0.0276,81.86
FL16Y J1216.1-1550,184.0489,-15.8344,0.072,0.0664,41.37
FL16Y J1216.3-6317,184.099,-63.2886,0.0435,0.0398,-42.44
FL16Y J1216.4-0558,184.1195,-5.9779,0.0515,0.0488,50.86
FL16Y J1216.4-1030,184.1226,-10.5063,0.1492,0.1222,47.88
FL16Y J1216.5-6118,184.1456,-61.3063,0.1266,0.1002,-57.51
FL16Y J1216.8-1355,184.2038,-13.9226,0.077,0.0719,10.12
FL16Y J1217.0-5915,184.2658,-59.2547,0.1015,0.0807,14.66
FL16Y J1217.2-2459,184.3065,-24.9918,0.0883,0.0821,79.88
FL16Y J1217.9+3007,184.4776,30.1194,0.0093,0.0092,-89.14
FL16Y J1218.0-6026,184.5212,-60.4463,0.1644,0.1434,-23.43
FL16Y J1218.1-5953,184.5277,-59.8948,0.1033,0.0873,-19.55
FL16Y J1218.1-0028,184.5305,-0.4833,0.0424,0.0382,73.56
FL16Y J1218.5-0119,184.6457,-1.3283,0.0178,0.0167,-62.19
FL16Y J1218.9+4830,184.7499,48.5166,0.073,0.0578,29.87
FL16Y J1219.1-4827,184.7779,-48.4611,0.0445,0.0386,-11.54
FL16Y J1219.2+3654,184.8103,36.9141,0.0973,0.0768,-89.62
FL16Y J1219.4+0549,184.8707,5.8222,0.0668,0.0499,66.63
FL16Y J1219.6+6601,184.9021,66.0185,0.1789,0.1463,68.01
FL16Y J1219.7-0313,184.9346,-3.2259,0.0283,0.0247,25.33
FL16Y J1219.7+0445,184.946,4.755,0.0404,0.0396,69.02
FL16Y J1219.7+6056,184.9489,60.9436,0.0525,0.0441,-66.72
FL16Y J1219.8-2008,184.9672,-20.134,0.0572,0.0506,-10.53
FL16Y J1220.1+7105,185.0289,71.0844,0.0135,0.0132,29.2
FL16Y J1220.1+3431,185.036,34.5301,0.0292,0.0275,-81.51
FL16Y J1220.2-5555,185.0542,-55.9245,0.0509,0.0475,76.12
FL16Y J1220.2-2459,185.0643,-24.9896,0.0481,0.039,-29.17
FL16Y J1220.2+0200,185.0648,2.0036,0.1168,0.0784,28.23
FL16Y J1220.3-3714,185.0774,-37.2436,0.0244,0.0234,-0.94
FL16Y J1220.4-2740,185.1236,-27.6702,0.1115,0.0782,-17.16
FL16Y J1221.2+4743,185.3089,47.7188,0.05,0.0436,58.01
FL16Y J1221.3+6909,185.3372,69.159,0.0713,0.0615,-55.44
FL16Y J1221.4+3010,185.3521,30.1733,0.01,0.0098,-64.01
FL16Y J1221.4-0633,185.3669,-6.5618,0.0323,0.0287,-57.0
FL16Y J1221.5+2814,185.3816,28.2399,0.0127,0.0124,88.16
FL16Y J1221.6+0820,185.4115,8.3422,0.09,0.0768,49.26
FL16Y J1221.6-4556,185.4177,-45.9406,0.1024,0.0877,4.49
FL16Y J1222.1-4123,185.5396,-41.3884,0.0717,0.0645,11.66
FL16Y J1222.2+3544,185.5611,35.7424,0.0766,0.0733,54.61
FL16Y J1222.5+0414,185.626,4.2486,0.0357,0.033,-10.91
FL16Y J1223.0+0045,185.7685,0.7599,0.1195,0.09,-9.28
FL16Y J1223.0+1059,185.7728,10.996,0.0465,0.0367,-51.41
FL16Y J1223.1-3433,185.7802,-34.5567,0.0626,0.0466,2.11
FL16Y J1223.5+0819,185.8855,8.3207,0.0533,0.0438,-19.34
FL16Y J1223.6-3033,185.9004,-30.5532,0.0288,0.0254,58.58
FL16Y J1223.7+8039,185.9438,80.666,0.018,0.0177,46.35
FL16Y J1223.7+1203,185.9496,12.0662,0.0472,0.043,-49.3
FL16Y J1223.7+4649,185.9499,46.8233,0.0816,0.0675,74.89
FL16Y J1223.9-0545,185.9955,-5.7587,0.1382,0.1072,-1.17
FL16Y J1224.0+7954,186.013,79.9091,0.0421,0.0354,74.06
FL16Y J1224.1+2239,186.035,22.6644,0.048,0.0414,86.62
FL16Y J1224.1+5001,186.0393,50.0268,0.0407,0.0378,-53.54
FL16Y J1224.4+2437,186.1178,24.6168,0.0184,0.0172,33.66
FL16Y J1224.6-6408,186.1605,-64.1384,0.0852,0.0758,57.54
FL16Y J1224.9+2122,186.2296,21.3816,0.0098,0.0097,-87.32
FL16Y J1224.9+4335,186.2471,43.5863,0.0335,0.0319,-81.76
FL16Y J1225.0+0330,186.2531,3.5081,0.0675,0.0564,35.06
FL16Y J1225.2-8313,186.3148,-83.225,0.0355,0.0316,-32.91
FL16Y J1225.4-3447,186.357,-34.7895,0.0322,0.031,-32.75
FL16Y J1225.4-2851,186.3626,-28.8514,0.086,0.063,-48.18
FL16Y J1225.5-4936,186.3917,-49.6021,0.0735,0.0537,44.39
FL16Y J1225.6-7314,186.4201,-73.2493,0.0456,0.0361,-47.67
FL16Y J1225.7+7016,186.4309,70.2718,0.1536,0.0865,19.94
FL16Y J1225.9-2941,186.4792,-29.6847,0.1008,0.0786,55.15
FL16Y J1226.0+2951,186.5022,29.8639,0.0207,0.0204,83.45
FL16Y J1226.2+5623,186.5545,56.3999,0.0745,0.0636,73.97
FL16Y J1226.5+3023,186.6434,30.3968,0.0651,0.0604,80.37
FL16Y J1226.8+0637,186.7063,6.6276,0.0495,0.0395,79.51
FL16Y J1226.8-1329,186.7242,-13.497,0.0235,0.0223,-21.68
FL16Y J1227.1+6407,186.78,64.1215,0.1802,0.1423,-81.35
FL16Y J1227.1-4437,186.7879,-44.6243,0.0369,0.0336,23.51
FL16Y J1227.4+5038,186.8502,50.6449,0.13,0.0989,67.59
FL16Y J1227.8-7009,186.9568,-70.1663,0.1949,0.155,2.36
FL16Y J1227.9-4854,186.9936,-48.9002,0.0175,0.0164,14.52
FL16Y J1227.9+4936,186.9956,49.6048,0.0918,0.0903,-6.18
FL16Y J1228.0+6052,187.0235,60.8754,0.079,0.072,-55.25
FL16Y J1228.4+7453,187.1137,74.8844,0.1483,0.0961,36.92
FL16Y J1228.5-6922,187.143,-69.3831,0.2206,0.1525,-38.02
FL16Y J1228.5-0316,187.1477,-3.2818,0.0347,0.0331,73.85
FL16Y J1228.7-6703,187.1797,-67.0662,0.1945,0.185,72.88
FL16Y J1228.8+7521,187.2049,75.3538,0.0521,0.042,67.03
FL16Y J1228.8+4858,187.2052,48.9778,0.044,0.0414,25.58
FL16Y J1228.9+3701,187.2331,37.033,0.2392,0.2001,85.39
FL16Y J1229.0+0203,187.2702,2.0521,0.0139,0.0135,-71.03
FL16Y J1229.1+5519,187.2996,55.3223,0.1365,0.0949,-46.76
FL16Y J1229.5-3041,187.3997,-30.6932,0.0958,0.0726,-0.16
FL16Y J1229.7-5303,187.4256,-53.0638,0.0316,0.027,-1.36
FL16Y J1229.7-3258,187.4334,-32.9724,0.0652,0.0623,-3.59
FL16Y J1230.2+2517,187.5712,25.2999,0.0112,0.0109,68.55
FL16Y J1230.8+1223,187.7105,12.3868,0.016,0.0154,-19.37
FL16Y J1231.1-1411,187.7964,-14.1987,0.0095,0.0094,87.0
FL16Y J1231.2+6741,187.8219,67.6884,0.2999,0.2761,76.21
FL16Y J1231.3+4148,187.8298,41.8005,0.0685,0.0598,-65.38
FL16Y J1231.3+3354,187.8411,33.9002,0.0601,0.0525,6.92
FL16Y J1231.5+1421,187.8791,14.3517,0.0286,0.0267,87.14
FL16Y J1231.5-5115,187.8795,-51.2555,0.0337,0.0327,-37.79
FL16Y J1231.6+6414,187.9037,64.2441,0.022,0.0211,88.55
FL16Y J1231.7+2847,187.9395,28.7912,0.0133,0.0126,-77.57
FL16Y J1231.8-6511,187.9615,-65.1979,0.0411,0.0384,33.64
FL16Y J1232.5+4821,188.1421,48.3534,0.0377,0.0324,79.23
FL16Y J1232.5-3720,188.1483,-37.3419,0.0213,0.0207,54.39
FL16Y J1232.9+1335,188.2342,13.585,0.0624,0.0533,-46.62
FL16Y J1233.1+1702,188.2875,17.0381,0.0477,0.04,-64.8
FL16Y J1233.7-0144,188.4441,-1.7416,0.0218,0.0207,-79.16
FL16Y J1233.8+5027,188.4599,50.4606,0.0406,0.0384,6.17
FL16Y J1234.0-5735,188.5233,-57.5955,0.0143,0.0135,13.04
FL16Y J1234.7-0436,188.6915,-4.6077,0.067,0.0568,20.02
FL16Y J1235.1-1405,188.7928,-14.0988,0.0332,0.0328,-25.41
FL16Y J1236.0+1134,189.0146,11.5757,0.1117,0.0799,-65.6
FL16Y J1236.3+3900,189.0965,39.0042,0.0295,0.0276,40.52
FL16Y J1236.8-7233,189.2186,-72.5521,0.0696,0.0495,-27.99
FL16Y J1237.0+3018,189.2556,30.3091,0.037,0.0353,-3.02
FL16Y J1237.7+6259,189.4491,62.9834,0.0682,0.0434,-16.99
FL16Y J1238.2-4540,189.554,-45.6763,0.0369,0.0326,-71.67
FL16Y J1238.2-1158,189.5734,-11.9749,0.0465,0.0436,39.21
FL16Y J1238.3-1959,189.5842,-19.9885,0.0224,0.0216,51.96
FL16Y J1239.4+0728,189.8736,7.4819,0.0392,0.0336,1.63
FL16Y J1239.5+0443,189.8886,4.7256,0.014,0.0139,19.95
FL16Y J1239.5+4134,189.8999,41.576,0.0403,0.036,85.73
FL16Y J1239.7-3453,189.9378,-34.8959,0.0641,0.0613,-21.11
FL16Y J1239.9-6845,189.9823,-68.7539,0.0317,0.0264,81.93
FL16Y J1240.5-2607,190.1443,-26.1221,0.0445,0.0389,46.9
FL16Y J1240.5-7148,190.1453,-71.8126,0.0198,0.0177,62.34
FL16Y J1240.8-2919,190.2223,-29.3288,0.0723,0.0541,-55.61
FL16Y J1241.4+4236,190.3729,42.6089,0.0755,0.0727,-31.71
FL16Y J1241.7+3439,190.4379,34.6618,0.0428,0.0338,87.68
FL16Y J1241.8-1456,190.4546,-14.9341,0.0268,0.0244,-12.09
FL16Y J1241.8+0635,190.4704,6.5854,0.0563,0.0465,57.9
FL16Y J1241.9-6707,190.4921,-67.1235,0.0842,0.0788,-86.68
FL16Y J1242.5+3236,190.6454,32.6072,0.0661,0.0522,63.98
FL16Y J1242.6+7635,190.6675,76.5863,0.0628,0.0579,45.05
FL16Y J1243.0-5501,190.7524,-55.023,0.0696,0.0399,40.23
FL16Y J1243.0+3950,190.7608,39.8343,0.1301,0.1203,68.22
FL16Y J1243.1+7315,190.7806,73.2606,0.0293,0.0287,-76.36
FL16Y J1243.2+3627,190.8136,36.4561,0.0107,0.0104,87.22
FL16Y J1243.4+5311,190.868,53.1988,0.0482,0.0449,9.4
FL16Y J1243.7+1727,190.9403,17.4554,0.0506,0.0485,-11.16
FL16Y J1243.8-0218,190.9711,-2.3077,0.0333,0.031,-38.07
FL16Y J1244.2-4956,191.0704,-49.9377,0.0625,0.0443,-30.04
FL16Y J1244.4-6232,191.1032,-62.54,0.0418,0.0363,61.8
FL16Y J1244.6+1615,191.1582,16.2651,0.0495,0.0411,-85.34
FL16Y J1245.1+5709,191.2874,57.1598,0.0246,0.0235,-12.21
FL16Y J1245.2+3324,191.3085,33.405,0.1304,0.0889,40.93
FL16Y J1245.8+0231,191.4566,2.5196,0.081,0.0615,59.67
FL16Y J1246.1+0114,191.5407,1.2347,0.1074,0.0849,-88.44
FL16Y J1246.7-2548,191.6902,-25.8005,0.0114,0.0113,20.83
FL16Y J1247.0+4421,191.7726,44.3605,0.0279,0.0266,-34.08
FL16Y J1247.1-5016,191.7858,-50.2819,0.05,0.0418,58.67
FL16Y J1247.8+0711,191.955,7.1861,0.0681,0.0622,-42.54
FL16Y J1248.3+5820,192.0912,58.3394,0.0095,0.0092,76.75
FL16Y J1248.6+5128,192.1675,51.4691,0.0462,0.0384,84.82
FL16Y J1248.8+4841,192.2195,48.6936,0.0973,0.0802,-47.25
FL16Y J1249.2-2808,192.3239,-28.1491,0.0272,0.0248,-67.98
FL16Y J1249.3-0545,192.3343,-5.764,0.0251,0.0221,57.72
FL16Y J1249.8+3707,192.4637,37.1304,0.0277,0.0252,-88.61
FL16Y J1250.1+3157,192.5364,31.9611,0.0716,0.0585,-51.05
FL16Y J1250.4-5422,192.6152,-54.3747,0.0674,0.0489,-24.35
FL16Y J1250.6+0217,192.6519,2.2907,0.0304,0.0287,57.89
FL16Y J1250.7-5618,192.6879,-56.3003,0.0652,0.0503,81.71
FL16Y J1250.8+3116,192.7218,31.2776,0.0365,0.035,-14.35
FL16Y J1250.9-4944,192.7343,-49.7398,0.026,0.0243,-11.35
FL16Y J1251.2+1038,192.8213,10.6368,0.0438,0.0404,31.27
FL16Y J1251.3-0201,192.8313,-2.0314,0.0273,0.0261,52.73
FL16Y J1251.5-1719,192.8904,-17.3174,0.6741,0.212,-19.88
FL16Y J1252.4+2938,193.1193,29.6367,0.1059,0.0767,-71.32
FL16Y J1252.8-3320,193.2061,-33.3415,0.0655,0.0534,27.84
FL16Y J1253.2+5301,193.3069,53.0204,0.0108,0.0106,53.25
FL16Y J1253.4-5816,193.366,-58.273,0.117,0.0937,-73.6
FL16Y J1253.6-3933,193.4083,-39.5525,0.0353,0.0309,-44.28
FL16Y J1253.8+0327,193.452,3.4582,0.025,0.0231,-81.52
FL16Y J1254.0+6242,193.5049,62.712,0.0197,0.0186,-48.01
FL16Y J1254.3-2205,193.5761,-22.0897,0.0546,0.0403,-39.02
FL16Y J1254.4-1958,193.6202,-19.9804,0.0757,0.0632,6.32
FL16Y J1254.5+2210,193.6321,22.1788,0.0239,0.022,-74.0
FL16Y J1254.6-4517,193.6543,-45.2886,0.0445,0.0423,74.91
FL16Y J1254.9+1139,193.7457,11.6625,0.1096,0.0913,49.6
FL16Y J1255.0-4426,193.7599,-44.4336,0.0454,0.0408,-16.76
FL16Y J1255.1-7140,193.794,-71.6708,0.0466,0.0428,-28.71
FL16Y J1255.9-5652,193.9809,-56.8696,0.0925,0.0732,2.31
FL16Y J1256.0-5919,194.0238,-59.3211,0.0344,0.0301,-30.81
FL16Y J1256.1-0547,194.0437,-5.7859,0.0086,0.0085,81.43
FL16Y J1256.2-1146,194.0628,-11.7753,0.0185,0.0179,-13.29
FL16Y J1256.8-1333,194.213,-13.5637,0.0786,0.069,13.8
FL16Y J1257.0-6339,194.2554,-63.6522,0.032,0.0301,-65.39
FL16Y J1257.0+2632,194.2646,26.5432,0.0567,0.0455,5.96
FL16Y J1257.0+5330,194.2656,53.511,0.0702,0.0627,-32.98
FL16Y J1257.3+3646,194.3257,36.7747,0.0249,0.0244,65.38
FL16Y J1257.7+2413,194.4269,24.2257,0.0354,0.0334,-59.6
FL16Y J1257.9+3228,194.493,32.4812,0.0176,0.0169,-24.97
FL16Y J1258.2+6554,194.5568,65.9041,0.0855,0.0741,-86.73
FL16Y J1258.2+6121,194.5585,61.3571,0.0396,0.0317,88.45
FL16Y J1258.4-0934,194.612,-9.5767,0.094,0.0639,11.92
FL16Y J1258.5-3405,194.6253,-34.0969,0.065,0.0537,41.21
FL16Y J1258.6-1759,194.6673,-17.988,0.0305,0.0285,80.79
FL16Y J1258.7-0450,194.6797,-4.8473,0.0524,0.0416,-35.62
FL16Y J1258.7+2755,194.6986,27.9214,0.2269,0.141,15.99
FL16Y J1258.8-2219,194.7161,-22.32,0.0205,0.0195,-38.27
FL16Y J1259.1-2311,194.7811,-23.1836,0.0201,0.0192,-35.44
FL16Y J1259.1+5142,194.7863,51.7147,0.0654,0.0502,89.47
FL16Y J1259.2-8147,194.8055,-81.796,0.0425,0.0409,-9.09
FL16Y J1259.4+2331,194.8546,23.5327,0.0998,0.0971,9.33
FL16Y J1259.8-3222,194.9599,-32.3768,0.0339,0.0317,86.82
FL16Y J1259.8-3748,194.9632,-37.8164,0.0227,0.022,-25.05
FL16Y J1259.8+1751,194.9741,17.854,0.2113,0.1551,-34.28
FL16Y J1300.3+1416,195.0889,14.2776,0.0556,0.0491,27.13
FL16Y J1300.4+5354,195.1085,53.9046,0.1259,0.0989,37.56
FL16Y J1301.6+0835,195.4001,8.5837,0.0292,0.0269,72.23
FL16Y J1301.6+3336,195.4078,33.6157,0.0617,0.0536,81.28
FL16Y J1301.6+4414,195.4146,44.2455,0.0458,0.0408,-6.45
FL16Y J1301.7+4056,195.4279,40.9465,0.0394,0.0376,-50.9
FL16Y J1302.1-0030,195.5456,-0.5166,0.3508,0.1706,40.91
FL16Y J1302.1+0536,195.5474,5.6142,0.2707,0.126,18.1
FL16Y J1302.3-6235,195.5877,-62.5978,0.1001,0.0786,-55.5
FL16Y J1302.4+5103,195.6005,51.0591,0.2215,0.1542,-39.95
FL16Y J1302.4-3258,195.6093,-32.9696,0.0191,0.0186,-45.66
FL16Y J1302.7+6905,195.6765,69.0835,0.1102,0.0996,1.8
FL16Y J1302.7-7409,195.6875,-74.1592,0.0755,0.0699,71.76
FL16Y J1302.8+5747,195.7132,57.7991,0.032,0.0312,77.19
FL16Y J1302.9-4714,195.7307,-47.2394,0.0604,0.0534,80.61
FL16Y J1302.9-6350,195.7344,-63.8381,0.0372,0.032,46.9
FL16Y J1303.0-6312e,195.75,-63.2,,,
FL16Y J1303.0+2434,195.7591,24.5723,0.0185,0.0174,-25.89
FL16Y J1303.1+4745,195.7895,47.7509,0.1209,0.1034,3.89
FL16Y J1303.6-4621,195.9134,-46.3573,0.0377,0.0309,-21.35
FL16Y J1303.8-5538,195.9554,-55.6431,0.0793,0.0531,8.35
FL16Y J1303.9+1848,195.9795,18.8076,0.233,0.1662,-23.24
FL16Y J1304.2-2412,196.0598,-24.2011,0.0213,0.0193,-29.01
FL16Y J1304.3-4353,196.0866,-43.8872,0.0126,0.0119,-39.33
FL16Y J1304.3+3711,196.0895,37.1862,0.0558,0.0498,52.0
FL16Y J1304.5+1201,196.1259,12.0304,0.0661,0.06,59.52
FL16Y J1304.7+0541,196.1793,5.6944,0.1172,0.1033,77.96
FL16Y J1304.9-2106,196.2309,-21.1162,0.0424,0.0366,42.91
FL16Y J1305.0+7854,196.2528,78.9048,0.0349,0.0314,-62.43
FL16Y J1305.4-4927,196.3606,-49.4606,0.0237,0.0215,-36.13
FL16Y J1305.7+3858,196.4258,38.9768,0.0931,0.0585,38.52
FL16Y J1305.7-6241,196.4387,-62.6968,0.023,0.0211,84.76
FL16Y J1306.3-6043,196.5802,-60.7259,0.015,0.0149,28.95
FL16Y J1306.4+1114,196.6004,11.2445,0.0493,0.0409,26.67
FL16Y J1306.4+8028,196.6158,80.4779,0.0969,0.0738,58.63
FL16Y J1306.7-2148,196.6864,-21.8083,0.0365,0.0338,76.06
FL16Y J1306.8-1720,196.7093,-17.3366,0.1106,0.082,79.93
FL16Y J1306.8-4035,196.717,-40.5873,0.0339,0.0307,5.08
FL16Y J1307.1-0343,196.7986,-3.731,0.052,0.0491,-1.57
FL16Y J1307.3-5016,196.8477,-50.2826,0.1331,0.1092,80.3
FL16Y J1307.6-4259,196.9021,-42.9987,0.0127,0.0125,23.62
FL16Y J1308.1-3800,197.0407,-38.0056,0.0895,0.0585,8.24
FL16Y J1308.3-6705,197.0918,-67.0998,0.0347,0.0338,-47.35
FL16Y J1308.4+3546,197.1008,35.7829,0.0214,0.0199,67.16
FL16Y J1308.6-5729,197.1507,-57.4944,0.0499,0.0449,53.64
FL16Y J1308.9+0348,197.2266,3.8021,0.0575,0.0512,54.26
FL16Y J1309.0-6221,197.2614,-62.3655,0.0512,0.049,-30.16
FL16Y J1309.4+4305,197.3628,43.0862,0.0133,0.0127,37.84
FL16Y J1309.6+1154,197.4038,11.9,0.0352,0.027,-76.64
FL16Y J1309.7+3717,197.4307,37.2986,0.0409,0.0391,80.0
FL16Y J1309.7-7916,197.4418,-79.2741,0.0811,0.0607,-32.31
FL16Y J1310.1+6219,197.5446,62.3265,0.2158,0.1954,19.57
FL16Y J1310.2-0450,197.5664,-4.8343,0.1649,0.0868,-67.16
FL16Y J1310.2-1158,197.5714,-11.9685,0.0253,0.0242,-41.68
FL16Y J1310.5+3220,197.6338,32.3452,0.0098,0.0096,51.96
FL16Y J1310.7+2448,197.6753,24.8154,0.0315,0.0292,-39.07
FL16Y J1310.8+5514,197.7087,55.2499,0.0517,0.049,39.99
FL16Y J1310.8-5552,197.713,-55.8767,0.1423,0.1293,59.89
FL16Y J1310.9+0034,197.7456,0.5705,0.0321,0.0317,-64.78
FL16Y J1310.9+3234,197.7492,32.5715,0.0553,0.037,-31.8
FL16Y J1311.5-6614,197.8784,-66.2481,0.0852,0.0659,-40.13
FL16Y J1311.7-3430,197.9466,-34.5116,0.0112,0.011,79.79
FL16Y J1311.9+3952,197.9872,39.8722,0.0759,0.0547,-76.45
FL16Y J1312.2-6301,198.0642,-63.0181,0.3203,0.1066,-38.2
FL16Y J1312.4-6234,198.1041,-62.5807,0.0579,0.044,-55.97
FL16Y J1312.4-2156,198.1176,-21.9419,0.0152,0.0149,-58.69
FL16Y J1312.6-1859,198.1687,-18.9834,0.0624,0.0528,29.31
FL16Y J1312.6+4828,198.1734,48.4686,0.0151,0.0151,-15.34
FL16Y J1312.7-2350,198.1918,-23.8418,0.0198,0.0185,-63.58
FL16Y J1312.7+0050,198.195,0.8416,0.0193,0.0186,75.15
FL16Y J1312.9-0425,198.2298,-4.4168,0.0208,0.0198,76.8
FL16Y J1313.2-4437,198.3189,-44.6173,0.0617,0.0394,-57.34
FL16Y J1313.7+0200,198.4437,2.0092,0.1595,0.1459,-40.19
FL16Y J1314.3+6854,198.5761,68.9103,0.0524,0.0449,-54.97
FL16Y J1314.5+5438,198.6281,54.6335,0.0811,0.0671,-45.08
FL16Y J1314.7+2348,198.6909,23.8078,0.0169,0.0156,40.18
FL16Y J1314.7-0902,198.6976,-9.0343,0.0541,0.0441,-73.97
FL16Y J1314.8-6246,198.7147,-62.7743,0.1225,0.1113,41.82
FL16Y J1315.0-4236,198.7711,-42.6004,0.0183,0.0169,12.79
FL16Y J1315.1-5334,198.7755,-53.5704,0.0203,0.0202,-81.35
FL16Y J1315.5+1134,198.8834,11.5781,0.0352,0.033,41.5
FL16Y J1315.7-6217,198.9382,-62.2866,0.114,0.0943,15.54
FL16Y J1315.9-0732,198.9804,-7.5437,0.026,0.0237,-51.09
FL16Y J1316.0-6349,199.009,-63.8248,0.0698,0.0563,-4.09
FL16Y J1316.0-3338,199.0239,-33.6424,0.0138,0.0132,-30.82
FL16Y J1316.6+3014,199.1654,30.2462,0.083,0.0682,86.52
FL16Y J1316.8+2054,199.2055,20.9159,0.0718,0.0547,-41.98
FL16Y J1317.1+6616,199.2851,66.2763,0.1072,0.0976,54.17
FL16Y J1317.3-6315,199.3306,-63.2652,0.0326,0.0321,19.05
FL16Y J1317.3-6249,199.3498,-62.8241,0.0916,0.0833,14.17
FL16Y J1317.4-5441,199.3557,-54.6881,0.1465,0.1014,-69.03
FL16Y J1317.5+4117,199.3962,41.2837,0.0535,0.0448,34.57
