name,ra,dec,major,minor,angle
FL16Y J0506.2-0624,76.5516,-6.4024,0.2424,0.1173,38.36
FL16Y J0506.5-4629,76.645,-46.4836,0.0392,0.0361,74.4
FL16Y J0506.6+4546,76.6514,45.7763,0.0623,0.0557,-14.72
FL16Y J0506.7-0858,76.6871,-8.9729,0.057,0.0423,8.7
FL16Y J0506.8+0323,76.7226,3.3901,0.0314,0.0301,-76.7
FL16Y J0506.9-5435,76.7475,-54.5857,0.0146,0.0138,-7.34
FL16Y J0507.4-3347,76.8521,-33.7844,0.0266,0.0239,63.52
FL16Y J0507.5+3020,76.8772,30.3447,0.0642,0.0609,-12.23
FL16Y J0507.5+4650,76.8997,46.8357,0.1043,0.0801,-52.07
FL16Y J0507.7-6105,76.9397,-61.0837,0.0287,0.028,-9.11
FL16Y J0507.9+2037,76.9864,20.6268,0.1321,0.1122,11.23
FL16Y J0507.9+6737,76.9942,67.6239,0.0103,0.0097,-52.08
FL16Y J0508.1+5210,77.0329,52.168,0.0522,0.0404,-6.38
FL16Y J0508.3-1939,77.0762,-19.6598,0.0719,0.0675,11.08
FL16Y J0508.5+8431,77.1454,84.533,0.0433,0.0377,-54.03
FL16Y J0509.0-2327,77.2507,-23.4543,0.0671,0.0633,5.99
FL16Y J0509.1-7317,77.2951,-73.2988,0.0488,0.046,-61.06
FL16Y J0509.2+5547,77.3189,55.7887,0.0503,0.0448,77.13
FL16Y J0509.3+1012,77.3483,10.209,0.0364,0.036,-5.42
FL16Y J0509.4+0541,77.3601,5.6986,0.0105,0.01,-81.09
FL16Y J0509.5-0401,77.3981,-4.0179,0.0409,0.0365,41.02
FL16Y J0509.6-2915,77.4023,-29.2529,0.0637,0.0536,-8.45
FL16Y J0509.9-0203,77.4827,-2.0645,0.1339,0.103,-74.8
FL16Y J0510.0+1800,77.5121,18.0163,0.0141,0.0134,82.99
FL16Y J0510.1-6416,77.5435,-64.2787,0.027,0.0227,45.53
FL16Y J0510.3+0922,77.5918,9.3695,0.0839,0.062,54.65
FL16Y J0510.4-1809,77.6059,-18.1602,0.0761,0.0674,44.55
FL16Y J0510.5-5656,77.6427,-56.9431,0.2121,0.1548,59.08
FL16Y J0511.1+4214,77.7803,42.2465,0.0643,0.0552,2.4
FL16Y J0511.6-6804,77.9012,-68.0822,0.0512,0.0417,9.6
FL16Y J0512.0+3332,78.0157,33.5422,0.0919,0.0609,-39.31
FL16Y J0512.4+1950,78.1121,19.8422,0.2112,0.1665,30.73
FL16Y J0512.5+5821,78.1428,58.3612,0.1312,0.1098,-28.6
FL16Y J0512.9+4041,78.237,40.6874,0.0389,0.0356,63.87
FL16Y J0514.0-4004,78.5116,-40.067,0.0987,0.0815,23.85
FL16Y J0514.1+6248,78.5438,62.8124,0.0506,0.0435,81.16
FL16Y J0514.1-2436,78.5442,-24.6148,0.0853,0.0676,26.17
FL16Y J0514.2-3746,78.5592,-37.7724,0.0694,0.0521,-33.79
FL16Y J0514.7-4408,78.6881,-44.138,0.041,0.0396,-58.45
FL16Y J0515.5-3842,78.8754,-38.7094,0.0651,0.052,1.02
FL16Y J0515.5-0124,78.8915,-1.4076,0.0376,0.0355,34.42
FL16Y J0515.7-4556,78.9304,-45.9493,0.0145,0.0142,1.65
FL16Y J0515.8+1527,78.9529,15.4557,0.0154,0.015,-62.64
FL16Y J0516.3+3753,79.0876,37.8835,0.057,0.0512,38.09
FL16Y J0516.4+7351,79.1151,73.8519,0.0205,0.0191,82.4
FL16Y J0516.6-7238,79.1669,-72.6427,0.0515,0.0422,47.74
FL16Y J0516.7-6207,79.1785,-62.1223,0.0137,0.0134,49.25
FL16Y J0516.8+2742,79.2088,27.7136,0.0709,0.0571,-84.73
FL16Y J0517.6+0859,79.4006,8.9882,0.0577,0.05,-69.24
FL16Y J0517.8-1757,79.4715,-17.9572,0.0958,0.0712,-60.15
FL16Y J0517.9+5712,79.495,57.2099,0.1646,0.1217,36.92
FL16Y J0518.0+5029,79.5133,50.4899,0.0562,0.0469,-89.84
FL16Y J0518.4-0554,79.616,-5.9043,0.0742,0.064,71.98
FL16Y J0518.8+1230,79.7219,12.5077,0.1169,0.0888,-32.95
FL16Y J0519.1+0850,79.7937,8.8466,0.0417,0.0361,33.76
FL16Y J0519.5-4546,79.8778,-45.7748,0.057,0.0456,-66.47
FL16Y J0519.5+2744,79.8932,27.7358,0.0423,0.0344,-9.6
FL16Y J0519.7+1939,79.9431,19.6613,0.0416,0.0375,-74.04
FL16Y J0519.9-6845e,80.0,-68.75,,,
FL16Y J0520.5+6532,80.1317,65.5399,0.045,0.037,-1.15
FL16Y J0520.5+3608,80.1473,36.1389,0.1259,0.0922,75.18
FL16Y J0521.2+1637,80.322,16.6259,0.0561,0.0485,85.83
FL16Y J0521.4-1735,80.359,-17.588,0.0491,0.0407,3.56
FL16Y J0521.4-2957,80.3709,-29.9611,0.047,0.0442,14.54
FL16Y J0521.6+0103,80.4098,1.0538,0.0361,0.0357,-64.93
FL16Y J0521.7-3851,80.4383,-38.8521,0.1003,0.0688,25.1
FL16Y J0521.7+2112,80.449,21.2133,0.0092,0.0089,80.09
FL16Y J0522.4+0839,80.6136,8.6586,0.2597,0.2464,-66.55
FL16Y J0522.9-3627,80.7369,-36.4618,0.0127,0.0126,87.01
FL16Y J0523.2-2527,80.821,-25.4623,0.0176,0.0174,-72.12
FL16Y J0523.9-8305,80.9827,-83.0886,0.0439,0.0421,4.67
FL16Y J0524.2+3752,81.066,37.8671,0.113,0.106,-26.84
FL16Y J0524.2-5659,81.072,-56.9835,0.1008,0.097,-78.04
FL16Y J0524.3-2433,81.0778,-24.5507,0.1172,0.0939,-67.64
FL16Y J0524.4+2839,81.123,28.6521,0.0277,0.0245,-52.22
FL16Y J0524.5-2614,81.144,-26.2341,0.0612,0.0545,7.53
FL16Y J0524.6+4823,81.1726,48.3937,0.0754,0.0617,-77.27
FL16Y J0524.8-2817,81.2154,-28.2991,0.099,0.0846,7.41
FL16Y J0525.0-6938,81.2624,-69.6474,0.0473,0.0362,-7.73
FL16Y J0525.0-0333,81.2642,-3.5628,0.0997,0.0892,55.59
FL16Y J0525.6-2009,81.4062,-20.1534,0.0573,0.0515,86.33
FL16Y J0525.6-6013,81.4124,-60.2322,0.0207,0.0183,-40.49
FL16Y J0525.6-4559,81.4249,-45.9941,0.0482,0.0456,-10.72
FL16Y J0525.7-6603,81.4425,-66.0567,0.0635,0.0541,-48.74
FL16Y J0525.9-0051,81.4811,-0.8607,0.0455,0.0376,64.11
FL16Y J0526.2-4830,81.5744,-48.514,0.0125,0.0121,-80.12
FL16Y J0526.3+2247,81.5851,22.7948,0.0371,0.0295,44.58
FL16Y J0526.3+4257,81.5958,42.9558,0.1146,0.0901,50.67
FL16Y J0526.3+6317,81.5958,63.2863,0.0636,0.0524,75.57
FL16Y J0526.7-1519,81.6774,-15.3212,0.027,0.0229,-76.95
FL16Y J0526.9+1148,81.7326,11.8084,0.2589,0.1302,53.87
FL16Y J0527.2-2311,81.8191,-23.1846,0.1299,0.1065,46.64
FL16Y J0527.4+6647,81.8526,66.7937,0.0281,0.0262,85.45
FL16Y J0527.4-6223,81.8721,-62.3942,0.0507,0.0456,-72.59
FL16Y J0528.2-4649,82.0565,-46.8282,0.0484,0.0463,59.51
FL16Y J0528.4+1817,82.1026,18.2946,0.0375,0.0314,39.03
FL16Y J0528.4+3852,82.1235,38.8715,0.0817,0.0625,57.28
FL16Y J0528.7-5920,82.1893,-59.3439,0.0262,0.0253,-17.64
FL16Y J0529.0+0935,82.2709,9.5871,0.0435,0.0379,-49.96
FL16Y J0529.3-0102,82.3282,-1.0344,0.0899,0.07,-3.18
FL16Y J0529.3-7244,82.3474,-72.7412,0.0487,0.0436,-9.81
FL16Y J0529.6-0223,82.4232,-2.39,0.1436,0.102,-47.75
FL16Y J0529.7-0521,82.4452,-5.3524,0.0997,0.0677,-45.02
FL16Y J0530.0-6900e,82.5,-69.0,,,
FL16Y J0530.3+3303,82.59,33.0527,0.0855,0.06,-19.19
FL16Y J0530.9+1331,82.7461,13.5312,0.034,0.0335,26.51
FL16Y J0531.7-7824,82.9312,-78.4002,0.0568,0.0487,38.87
FL16Y J0531.7+1238,82.941,12.6379,0.1083,0.0848,18.44
FL16Y J0531.8-3854,82.9672,-38.9042,0.2043,0.1546,24.59
FL16Y J0531.8-6639e,82.97,-66.65,,,
FL16Y J0532.0-4827,83.0024,-48.4627,0.0135,0.0132,62.67
FL16Y J0532.3+3347,83.0974,33.785,0.1896,0.1514,36.89
FL16Y J0532.5-5113,83.1264,-51.2289,0.0492,0.0406,-83.54
FL16Y J0532.6-8446,83.1575,-84.7798,0.0909,0.0749,-36.66
FL16Y J0532.6+0732,83.1677,7.5472,0.0137,0.0135,-64.55
FL16Y J0532.8-3941,83.2123,-39.699,0.0457,0.0435,44.96
FL16Y J0532.9+5745,83.2266,57.7573,0.1104,0.0909,-29.75
FL16Y J0532.9-8326,83.2448,-83.4339,0.0525,0.0363,67.61
FL16Y J0533.0+6936,83.262,69.6082,0.0473,0.0428,-19.7
FL16Y J0533.0-5557,83.265,-55.9645,0.293,0.2824,-84.95
FL16Y J0533.2+3027,83.3026,30.4567,0.1329,0.1128,-33.26
FL16Y J0533.3+4822,83.3272,48.3815,0.0148,0.0142,-55.79
FL16Y J0533.5+1450,83.3843,14.8497,0.0457,0.0397,-21.37
FL16Y J0533.7+5945,83.4393,59.7514,0.039,0.0379,-17.64
FL16Y J0533.9+6759,83.4829,67.9947,0.0171,0.017,-23.63
FL16Y J0533.9-3754,83.4962,-37.9027,0.0949,0.0687,-9.77
FL16Y J0534.1+0856,83.5471,8.9498,0.0775,0.0602,-2.52
FL16Y J0534.2+2750,83.5657,27.8369,0.0844,0.0597,-71.38
FL16Y J0534.5+2201i,83.633,22.02,,,
FL16Y J0534.5+2201s,83.6331,22.0199,,,
FL16Y J0534.5+2201,83.6373,22.0175,0.0081,0.008,-85.85
FL16Y J0534.7+3616,83.6893,36.2707,0.1479,0.1261,5.16
FL16Y J0534.8-5433,83.7042,-54.5591,0.0776,0.0569,-15.36
FL16Y J0535.0+3716,83.7517,37.2769,0.1722,0.1284,-66.08
FL16Y J0535.4-6734,83.867,-67.5746,0.0444,0.0402,-70.21
FL16Y J0535.6-0500,83.9132,-5.0095,0.1013,0.0762,1.96
FL16Y J0535.8-6602,83.9719,-66.0339,0.0372,0.0305,-10.49
FL16Y J0535.9-6409,83.9828,-64.1612,0.1885,0.0895,-7.93
FL16Y J0535.9-2752,83.997,-27.8815,0.0962,0.0739,-42.92
FL16Y J0536.1-1206,84.0298,-12.1102,0.1031,0.0693,-64.49
FL16Y J0536.2+1732,84.064,17.5418,0.0297,0.029,14.12
FL16Y J0536.4-3401,84.1025,-34.0169,0.0335,0.0311,8.96
FL16Y J0536.4-2548,84.1111,-25.8117,0.0352,0.0331,-6.41
FL16Y J0536.4-3343,84.1195,-33.7206,0.0144,0.0142,-12.21
FL16Y J0537.0+1004,84.2733,10.0708,0.2627,0.2057,-5.55
FL16Y J0537.6+0400,84.419,4.0037,0.035,0.0328,1.54
FL16Y J0537.8-5718,84.4541,-57.3154,0.0215,0.0198,85.43
FL16Y J0537.9-6909,84.4762,-69.1516,0.018,0.0161,67.06
FL16Y J0537.9-6114,84.4935,-61.247,0.1268,0.108,-48.01
FL16Y J0538.2-3910,84.5734,-39.1721,0.0428,0.0349,1.22
FL16Y J0538.7+0442,84.6759,4.7056,0.0686,0.0408,-22.06
FL16Y J0538.8-4405,84.708,-44.086,0.0089,0.0088,86.6
FL16Y J0538.8-0417,84.7126,-4.2993,0.1306,0.1222,-67.91
FL16Y J0539.0+1646,84.7651,16.7699,0.0416,0.0347,43.17
FL16Y J0539.0-6331,84.768,-63.5193,0.0514,0.0438,-66.89
FL16Y J0539.1+2322,84.7847,23.376,0.2695,0.1354,19.79
FL16Y J0539.2+3539,84.8004,35.6595,0.0972,0.0847,-68.69
FL16Y J0539.4-0536,84.874,-5.6119,0.1241,0.1035,-13.09
FL16Y J0539.6+1433,84.9019,14.5637,0.0456,0.0416,-76.61
FL16Y J0539.8-2840,84.9673,-28.669,0.0244,0.0238,-89.14
FL16Y J0539.9+3501,84.9849,35.0209,0.1622,0.1321,10.89
FL16Y J0539.9-1028,84.9878,-10.48,0.0855,0.0636,58.27
FL16Y J0539.9-7554,84.9998,-75.9112,0.0518,0.0433,13.18
FL16Y J0540.0+1207,85.0171,12.129,0.0448,0.0417,43.74
FL16Y J0540.2+0655,85.0599,6.9227,0.0342,0.0316,-57.0
FL16Y J0540.3+2756e,85.1,27.94,,,
FL16Y J0540.4+3607,85.1096,36.1299,0.1402,0.122,53.14
FL16Y J0540.4-6918,85.1182,-69.3079,0.0238,0.022,11.18
FL16Y J0540.5+5823,85.1421,58.3917,0.0166,0.0151,23.79
FL16Y J0540.6+8205,85.1691,82.0844,0.0537,0.0427,72.57
FL16Y J0540.7-5416,85.1999,-54.2818,0.0493,0.0469,-76.84
FL16Y J0540.9+5044,85.2434,50.7472,0.2923,0.2735,-87.9
FL16Y J0541.1-4854,85.2864,-48.915,0.037,0.0349,80.01
FL16Y J0541.1-2058,85.294,-20.9734,0.0588,0.0521,66.02
FL16Y J0541.4+0259,85.3517,2.9912,0.3807,0.1295,-73.54
FL16Y J0541.4-0753,85.3714,-7.8894,0.0938,0.0849,40.83
FL16Y J0541.5-7335,85.3796,-73.5898,0.0594,0.0494,19.77
FL16Y J0541.6+5156,85.4014,51.9425,0.302,0.213,-68.12
FL16Y J0541.6-0540,85.4137,-5.6688,0.0767,0.065,23.12
FL16Y J0541.7+5543,85.4259,55.723,0.1044,0.0608,-59.41
FL16Y J0542.4+3550,85.6039,35.8396,0.1137,0.0943,-41.48
FL16Y J0542.8-3459,85.7013,-34.9933,0.052,0.0439,24.56
FL16Y J0542.8+0452,85.7035,4.875,0.1521,0.1216,-67.14
FL16Y J0542.9+4741,85.7286,47.6916,0.2293,0.1476,20.27
FL16Y J0543.0-0913,85.7517,-9.221,0.0371,0.0359,-15.48
FL16Y J0543.0-0420,85.7674,-4.3427,0.0945,0.0891,2.87
FL16Y J0543.5-8741,85.8936,-87.6861,0.0286,0.0273,85.19
FL16Y J0543.9-5532,85.9781,-55.5344,0.0103,0.0101,52.61
FL16Y J0543.9+8238,85.9801,82.6428,0.0295,0.0271,68.29
FL16Y J0544.2+7122,86.0532,71.3812,0.1079,0.0928,63.47
FL16Y J0544.5+2237,86.1425,22.6214,0.0942,0.0853,-27.04
FL16Y J0545.5+0614,86.3777,6.2491,0.1403,0.1177,-63.54
FL16Y J0545.5+1056,86.3945,10.9431,0.9744,0.8034,-6.5
FL16Y J0545.7-0906,86.4453,-9.1008,0.0358,0.029,52.07
FL16Y J0545.8+6016,86.4577,60.2669,0.0202,0.0186,-17.72
FL16Y J0546.4-6940,86.6009,-69.6749,0.1022,0.0803,-34.34
FL16Y J0546.8-2205,86.7119,-22.0898,0.0572,0.0506,-3.38
FL16Y J0546.9-1109,86.7475,-11.162,0.2039,0.1621,10.68
FL16Y J0548.5-5218,87.1358,-52.3077,0.0479,0.0405,31.68
FL16Y J0548.9-2149,87.2397,-21.8221,0.0484,0.0431,27.02
FL16Y J0549.0+3258,87.2726,32.9796,0.0451,0.0416,20.11
FL16Y J0550.2+0730,87.553,7.5047,0.1667,0.1453,29.38
FL16Y J0550.2-5733,87.5555,-57.5636,0.0444,0.0413,78.36
FL16Y J0550.3-0921,87.5773,-9.3573,0.2174,0.1772,86.12
FL16Y J0550.4-4356,87.6071,-43.9364,0.0301,0.028,-25.11
FL16Y J0550.6-3216,87.6575,-32.2802,0.0336,0.0282,46.85
FL16Y J0550.9-1620,87.7426,-16.3477,0.1047,0.0814,-26.24
FL16Y J0551.0+2551,87.7583,25.8628,0.1996,0.1944,-12.75
FL16Y J0551.7-2129,87.9294,-21.4873,0.0793,0.0609,-50.38
FL16Y J0551.7-3516,87.9408,-35.2778,0.0568,0.0501,-19.45
FL16Y J0551.9+0447,87.9934,4.7942,0.1113,0.1001,10.36
FL16Y J0552.3+2335,88.0764,23.5895,0.1633,0.1494,-68.79
FL16Y J0552.5+3754,88.1379,37.914,0.0732,0.0564,-68.97
FL16Y J0552.6+2657,88.1539,26.9635,0.2956,0.2378,-69.4
FL16Y J0552.9+0315,88.2332,3.2636,0.1167,0.0827,-16.36
FL16Y J0553.5-2034,88.3796,-20.5765,0.0213,0.0205,19.37
FL16Y J0553.9-0839,88.4904,-8.6552,0.0632,0.0591,29.78
FL16Y J0554.0-5050,88.5131,-50.8465,0.0394,0.035,33.66
FL16Y J0554.1+3107,88.5332,31.124,0.0255,0.0252,9.05
FL16Y J0554.2-0258,88.5607,-2.9808,0.051,0.0432,-21.48
FL16Y J0554.2-1010,88.5669,-10.1765,0.2074,0.1923,-89.21
FL16Y J0554.3-4420,88.5836,-44.343,0.139,0.1165,-43.67
FL16Y J0554.4-2757,88.6023,-27.9595,0.0397,0.0387,69.06
FL16Y J0554.7-0012,88.6888,-0.2058,0.0707,0.0658,-70.1
FL16Y J0554.9+0148,88.7455,1.8046,0.0904,0.0737,21.77
FL16Y J0555.1+0301,88.7923,3.0283,0.0779,0.063,-0.27
FL16Y J0555.2+0337,88.8166,3.6292,0.1337,0.1147,60.49
FL16Y J0555.5+3948,88.8924,39.8053,0.0393,0.0358,-43.61
FL16Y J0556.0+0032,89.0095,0.5392,0.2207,0.1315,52.92
FL16Y J0556.3-4352,89.0855,-43.8729,0.0278,0.0248,-73.39
FL16Y J0557.3+7705,89.33,77.0866,0.0612,0.0425,53.28
FL16Y J0557.3-0616,89.3317,-6.2715,0.037,0.0318,20.57
FL16Y J0557.6-0719,89.4108,-7.3284,0.0617,0.0373,-34.42
FL16Y J0558.0-2855,89.5097,-28.9188,0.0577,0.0512,72.14
FL16Y J0558.0-3836,89.5208,-38.6144,0.0194,0.0165,-7.73
FL16Y J0558.1-4451,89.5396,-44.8595,0.126,0.0874,-21.92
FL16Y J0558.1-2112,89.5428,-21.2127,0.052,0.0458,34.71
FL16Y J0558.7-4957,89.6795,-49.9621,0.4964,0.2038,-23.87
FL16Y J0558.9-7459,89.7454,-74.9955,0.0219,0.0196,-71.33
FL16Y J0559.6+3043,89.9171,30.7203,0.0609,0.0431,-22.28
FL16Y J0559.9-1819,89.9779,-18.3324,0.1856,0.1538,62.92
FL16Y J0559.9+7033,89.991,70.5632,0.076,0.0698,82.75
FL16Y J0600.0+0215,90.0041,2.2651,0.2092,0.1362,65.44
FL16Y J0600.1+6410,90.0274,64.182,0.0357,0.0338,30.0
FL16Y J0600.3+1244,90.0792,12.7371,0.0246,0.0224,51.72
FL16Y J0600.5-3938,90.1391,-39.6362,0.0639,0.0558,-6.66
FL16Y J0600.6+4949,90.1588,49.8281,0.0878,0.0671,50.51
FL16Y J0600.6-1006,90.1607,-10.1122,0.1224,0.1054,-28.86
FL16Y J0600.7+2010,90.1844,20.1749,0.3508,0.2687,-81.2
FL16Y J0600.8+0509,90.2026,5.162,0.1055,0.0946,78.59
FL16Y J0601.0+3838,90.2733,38.6401,0.0193,0.0182,53.29
FL16Y J0601.1+5444,90.2777,54.7352,0.0501,0.0364,-71.17
FL16Y J0601.2-7036,90.3054,-70.6011,0.0158,0.0155,-67.35
FL16Y J0601.5-7238,90.3779,-72.6495,0.043,0.0369,38.03
FL16Y J0601.5+2319,90.3829,23.3232,0.1549,0.1306,63.98
FL16Y J0601.8-6101,90.4649,-61.0284,0.0825,0.0551,-46.07
FL16Y J0601.9-2002,90.4867,-20.0463,0.0645,0.0596,-87.47
FL16Y J0602.0+5316,90.5029,53.2687,0.0157,0.0151,75.15
FL16Y J0602.8-0005,90.7046,-0.0962,0.0464,0.0395,64.16
FL16Y J0602.8-4019,90.7208,-40.3248,0.0148,0.0147,-83.9
FL16Y J0602.8+6621,90.7214,66.36,0.0588,0.0523,41.97
FL16Y J0603.0+6044,90.7549,60.7359,0.1322,0.0826,3.18
FL16Y J0603.0-2935,90.7629,-29.5949,0.1654,0.1202,41.71
FL16Y J0603.8+2200,90.9549,22.01,0.049,0.0436,-62.38
FL16Y J0604.0+1742,91.0111,17.7056,0.2025,0.1735,24.45
FL16Y J0604.1-4816,91.034,-48.2808,0.0221,0.021,49.05
FL16Y J0604.7+1648,91.1795,16.8086,0.2311,0.2106,-25.72
FL16Y J0604.7+4412,91.185,44.2026,0.0435,0.0399,-35.99
FL16Y J0604.8-1043,91.2073,-10.7246,0.1086,0.0924,-84.48
FL16Y J0604.9-0000,91.244,-0.0022,0.0295,0.0269,-80.35
FL16Y J0605.0-4851,91.2625,-48.8642,0.156,0.0845,-87.35
FL16Y J0605.1+3757,91.2962,37.9526,0.0284,0.0269,-87.08
FL16Y J0605.6+4030,91.4133,40.5036,0.1371,0.1109,-72.67
FL16Y J0606.5-4730,91.6466,-47.5029,0.0246,0.0243,-17.47
FL16Y J0606.9+4402,91.7372,44.0394,0.0486,0.0405,-54.98
FL16Y J0607.2-2518,91.8111,-25.3069,0.0356,0.0319,79.26
FL16Y J0607.4+4739,91.8575,47.663,0.0122,0.0117,-34.4
FL16Y J0607.8+6721,91.964,67.3555,0.0335,0.0314,-22.1
FL16Y J0607.9-1907,91.9794,-19.1268,0.0539,0.0509,84.92
FL16Y J0607.9-0834,91.9977,-8.5721,0.0257,0.0234,76.01
FL16Y J0608.0-6030,92.0195,-60.5108,0.0809,0.0766,76.86
FL16Y J0608.1-1521,92.0348,-15.3504,0.0471,0.0406,-30.04
FL16Y J0608.4-2305,92.1036,-23.085,0.088,0.0806,77.85
FL16Y J0608.4+2002,92.1133,20.0414,0.139,0.1372,-27.0
FL16Y J0608.5+2033,92.149,20.5633,0.1007,0.0741,-72.68
FL16Y J0608.6+1149,92.1593,11.8246,0.0503,0.0439,81.5
FL16Y J0608.6+1824,92.1605,18.4058,0.3233,0.2065,-68.69
FL16Y J0608.6+1542,92.1636,15.7154,0.2491,0.231,-23.39
FL16Y J0608.6+2224,92.1677,22.4069,0.3834,0.2353,4.53
FL16Y J0608.7+5556,92.1899,55.941,0.1034,0.0764,-3.22
FL16Y J0608.9-2220,92.2437,-22.3498,0.0564,0.048,8.88
FL16Y J0609.0-5456,92.2559,-54.9387,0.0496,0.0473,-4.32
FL16Y J0609.2-0247,92.3097,-2.7991,0.0184,0.0178,-66.17
FL16Y J0609.3+2132,92.3286,21.5499,0.1472,0.138,-73.2
FL16Y J0609.5+1410,92.3966,14.1667,0.1676,0.1194,-41.34
FL16Y J0610.1-1847,92.5497,-18.7939,0.0288,0.0272,-50.61
FL16Y J0610.2-2100,92.5569,-21.0008,0.0287,0.0277,-56.06
FL16Y J0610.4+2044,92.6129,20.7374,0.2574,0.183,13.47
FL16Y J0610.5+1648,92.6382,16.81,0.208,0.1566,-1.4
FL16Y J0610.7+3752,92.694,37.8813,0.0514,0.0439,40.83
FL16Y J0610.8+1335,92.7078,13.5957,0.2222,0.1737,-58.02
FL16Y J0610.8-6056,92.7142,-60.9404,0.0673,0.0582,-28.95
FL16Y J0610.9-4909,92.7391,-49.1503,0.045,0.041,-45.91
FL16Y J0611.2+4324,92.8152,43.4149,0.021,0.0201,-47.6
FL16Y J0611.3+5317,92.8332,53.2922,0.3816,0.2196,32.09
FL16Y J0611.4-4721,92.8559,-47.3573,0.0719,0.0644,-9.08
FL16Y J0611.6-2710,92.9191,-27.1756,0.0237,0.0227,16.35
FL16Y J0611.7-2916,92.9269,-29.283,0.0468,0.0413,-10.02
FL16Y J0611.7+2804,92.9382,28.0817,0.058,0.0498,27.96
FL16Y J0612.3-6639,93.0812,-66.6517,0.0998,0.0732,85.53
FL16Y J0612.3+1910,93.092,19.1778,0.2648,0.1772,-74.53
FL16Y J0612.5-3137,93.1316,-31.6318,0.0538,0.0511,17.15
FL16Y J0612.5-3937,93.135,-39.6218,0.0704,0.0613,51.45
FL16Y J0612.9+4122,93.226,41.3702,0.0109,0.0108,-84.4
FL16Y J0613.5+7108,93.3772,71.1421,0.0358,0.0326,-27.39
FL16Y J0613.6+1711,93.406,17.1916,0.1192,0.1155,87.93
FL16Y J0613.7-0201,93.4351,-2.0193,0.0144,0.0137,-66.1
FL16Y J0614.1+1625,93.5266,16.4253,0.2436,0.174,11.21
FL16Y J0614.1-3329,93.5384,-33.4987,0.009,0.0089,15.12
FL16Y J0614.5+1418,93.6476,14.3124,0.3626,0.1914,85.63
FL16Y J0614.6-2305,93.662,-23.0934,0.074,0.0649,33.1
FL16Y J0614.7+5735,93.6834,57.5881,0.0546,0.0455,-0.74
FL16Y J0614.8+6138,93.7116,61.6493,0.1295,0.0932,76.4
FL16Y J0615.0+2426,93.7533,24.4365,0.0645,0.0634,-49.61
FL16Y J0615.0-1903,93.7683,-19.0615,0.0368,0.0339,10.96
FL16Y J0615.3-3116,93.8383,-31.2757,0.0359,0.0325,65.67
FL16Y J0615.4-0624,93.8594,-6.4126,0.1214,0.0917,-27.2
FL16Y J0616.1-1732,94.0464,-17.5387,0.0452,0.0404,-12.85
FL16Y J0616.3-1041,94.0816,-10.6901,0.2472,0.1652,-42.7
FL16Y J0616.5+2234,94.1434,22.5802,0.0195,0.0166,5.88
FL16Y J0616.9+4340,94.248,43.6786,0.0346,0.0308,-84.03
FL16Y J0617.2+2234e,94.31,22.58,,,
FL16Y J0617.2+5701,94.3229,57.0218,0.0141,0.0136,31.24
FL16Y J0617.6-1715,94.418,-17.2654,0.0179,0.0164,22.87
FL16Y J0617.7-4028,94.4495,-40.4771,0.1299,0.1175,-50.02
FL16Y J0618.0+7819,94.5012,78.3259,0.0558,0.0519,19.1
FL16Y J0618.1-0319,94.5262,-3.3234,0.1528,0.1329,66.95
FL16Y J0618.1+4211,94.5312,42.194,0.1224,0.1069,-79.84
FL16Y J0618.2-2428,94.5581,-24.4734,0.0785,0.0563,-84.69
FL16Y J0618.4+3150,94.6057,31.8449,0.084,0.0626,-13.06
FL16Y J0618.7-1138,94.6964,-11.6406,0.0829,0.0562,-70.96
FL16Y J0618.8+2241,94.7105,22.6951,0.0657,0.046,-51.45
FL16Y J0618.9+1217,94.7492,12.2842,0.1835,0.1343,29.3
FL16Y J0619.8+5734,94.9748,57.5746,0.0407,0.0395,-36.24
FL16Y J0619.9+1455,94.9971,14.9325,0.0699,0.0474,0.0
FL16Y J0620.1+2241,95.0421,22.6961,0.057,0.0436,-21.59
FL16Y J0620.2+3804,95.0624,38.0675,0.0767,0.0566,48.84
FL16Y J0620.5-2514,95.1414,-25.2413,0.0497,0.0429,-61.44
FL16Y J0620.7+2643,95.176,26.7237,0.0277,0.0234,-56.15
FL16Y J0620.7-5033,95.1769,-50.5649,0.0593,0.0522,55.7
FL16Y J0620.8+2200,95.2194,22.0081,0.1074,0.0845,82.34
FL16Y J0621.1-4651,95.2779,-46.8538,0.1234,0.1133,46.11
FL16Y J0621.1-2213,95.2872,-22.2264,0.062,0.0523,-83.61
FL16Y J0621.1+2513,95.2895,25.221,0.0351,0.0316,-34.88
FL16Y J0621.7-3411,95.4314,-34.1931,0.0515,0.0476,-56.24
FL16Y J0621.8+1748,95.4709,17.8075,0.0425,0.0399,37.7
FL16Y J0621.9+4219,95.4886,42.322,0.0464,0.0395,-80.17
FL16Y J0622.2+3749,95.5575,37.8309,0.0231,0.023,45.64
FL16Y J0622.3+3124,95.5807,31.4132,0.0826,0.0646,-76.57
FL16Y J0622.3-2605,95.5884,-26.0927,0.0125,0.012,-19.86
FL16Y J0622.6-6435,95.6581,-64.5847,0.2277,0.1357,-88.11
FL16Y J0622.7-4142,95.6854,-41.7061,0.0423,0.0389,59.95
FL16Y J0622.8+2247,95.7083,22.7966,0.175,0.1024,-87.56
FL16Y J0622.8-3010,95.7244,-30.1721,0.1025,0.0749,50.44
