16YName,4FGLName,1FLATName,16Y_ASSOC1,New/confirmed,WHO-1,Second evaluation,WHO-2,comment,nu_syn,nuFnu_syn,1/2FLATra,1/2FLATdec,4LAC_ASSOC1,4FGL_ASSOC1
FL16Y J0952.0-1713,,2FLAT J095202.3-171443,3HSP J095202.3-171443,Confirmed F16Y,P.G.,,,,15.8,-12.4,148.00939,-17.24541,,
FL16Y J0952.3+3931,4FGL J0952.1+3932,1FLAT J095214.8+393617,RX J0952.2+3936,,,,,,16.7,-12.5,148.06175,39.60492,RX J0952.2+3936,RX J0952.2+3936
FL16Y J0952.3+7503,4FGL J0952.2+7503,1FLAT J095224.2+750213,RBS 0804,,,,,,16.9,-12.0,148.10088,75.03699,RBS 0804,RBS 0804
FL16Y J0952.8+0712,4FGL J0952.8+0712,1FLAT J095249.6+071332,SDSS J095249.57+071329.9,,,,,,15.6,-12.2,148.20651,7.22566,SDSS J095249.57+071329.9,SDSS J095249.57+071329.9
FL16Y J0952.9-7659,4FGL J0953.4-7659,1FLAT J095304.4-765802,RX J0953.1-7657,,,,,,16.8,-11.9,148.26818,-76.96726,RX J0953.1-7657,RX J0953.1-7657
FL16Y J0952.9+1351,4FGL J0952.9+1351,1FLAT J095250.5+135216,,,,,,,15.8,-12.7,148.21037,13.87125,,
FL16Y J0954.2+4914,4FGL J0954.2+4913,1FLAT J095409.9+491459,1ES 0950+495,,,,,,16.1,-12.3,148.54113,49.24988,1ES 0950+495,1ES 0950+495
FL16Y J0955.1+3551,4FGL J0955.1+3551,1FLAT J095507.9+355100,1RXS J095508.2+355054,,,,,,18.0,-11.8,148.78284,35.85024,1RXS J095508.2+355054,1RXS J095508.2+355054
FL16Y J0956.5-0958,4FGL J0956.5-0958,1FLAT J095628.2-095719,1RXS J095627.2-095720,,,,,,17.9,-11.8,149.11736,-9.95533,1RXS J095627.2-095720,1RXS J095627.2-095720
FL16Y J0958.0-0319,4FGL J0958.0-0319,1FLAT J095806.0-031740,1RXS J095806.4-031729,,,,,,16.3,-12.2,149.52494,-3.2945,1RXS J095806.4-031729,1RXS J095806.4-031729
FL16Y J0958.1-3507,4FGL J0957.7-3510,1FLAT J095851.9-352804,1eRASS J095814.3-350811,,,,,,15.9,-12.7,149.71612,-35.46791,,
FL16Y J0958.1-6754,4FGL J0958.1-6753,1FLAT J095812.9-675243,1RXS J095812.8-675241,,,,,,16.4,-11.8,149.5537,-67.87874,1RXS J095812.8-675241,1RXS J095812.8-675241
FL16Y J0958.2-2654,4FGL J0958.3-2656,1FLAT J095824.6-265534,NGC 3078,,,,,,16.0,-12.2,149.60266,-26.92635,NGC 3078,NGC 3078
FL16Y J0958.5-0522,4FGL J0958.6-0522,1FLAT J095833.7-052140,1RXS J095829.9-05212,,,,,,16.1,-12.0,149.640574,-5.361199,,
FL16Y J0958.9-7534,4FGL J0959.2-7535,1FLAT J095908.7-753429,1eRASS J095908.9-753430,,,,,,16.6,-12.3,149.78641,-75.57493,,
FL16Y J0959.5+2123,4FGL J0959.4+2120,1FLAT J095929.9+212321,RX J0959.4+2123,,,,,,16.2,-12.0,149.87454,21.38919,RX J0959.4+2123,RX J0959.4+2123
FL16Y J1002.6+2215,4FGL J1002.5+2215,1FLAT J100234.4+221614,1RXS J100235.8+221609,,,,,,17.2,-11.7,150.64342,22.27081,1RXS J100235.8+221609,1RXS J100235.8+221609
FL16Y J1003.4+0204,4FGL J1003.4+0205,1FLAT J100326.6+020455,SDSS J100326.63+020455.6,,,,,,16.0,-12.4,150.86099,2.08212,SDSS J100326.63+020455.6,SDSS J100326.63+020455.6
FL16Y J1003.5+7049,4FGL J1003.7+7049,1FLAT J100316.1+704945,,,,,,,16.7,-12.6,150.81723,70.82919,,
FL16Y J1003.6-2137,4FGL J1003.6-2137,1FLAT J100342.9-213809,1RXS J100342.0-213752,,,,,,17.2,-11.8,150.92868,-21.63594,1RXS J100342.0-213752,1RXS J100342.0-213752
FL16Y J1004.6+3751,,2FLAT J100444.8+375212,7C 100145.89+380639.00,Confirmed F16Y,P.G.,,,,16.0,-12.3,151.18652,37.87001,,
FL16Y J1006.3+6440,4FGL J1006.5+6440,1FLAT J100612.3+644011,RX J1006.1+6440,,,,,,16.0,-12.3,151.55106,64.6698,RX J1006.1+6440,RX J1006.1+6440
FL16Y J1007.0+3454,4FGL J1007.0+3455,1FLAT J100656.5+345445,EXO 1004.0+3509,,,,,,15.8,-12.1,151.7353,34.91256,EXO 1004.0+3509,EXO 1004.0+3509
FL16Y J1008.1+4706,4FGL J1008.1+4706,1FLAT J100811.3+470522,RX J1008.1+4705,,,,,,17.6,-11.8,152.04699,47.08959,RX J1008.1+4705,RX J1008.1+4705
FL16Y J1010.2-3118,4FGL J1010.2-3119,1FLAT J101016.0-311907,1RXS J101015.9-311909,,,,,,17.0,-11.2,152.56658,-31.31879,1RXS J101015.9-311909,1RXS J101015.9-311909
FL16Y J1012.7+4229,4FGL J1012.7+4228,1FLAT J101244.3+422957,B3 1009+427,,,,,,17.5,-11.7,153.1846,42.49919,B3 1009+427,B3 1009+427
FL16Y J1015.1+4925,4FGL J1015.0+4926,1FLAT J101504.2+492559,1H 1013+498,,,,,,16.2,-10.7,153.76735,49.43314,1H 1013+498,1H 1013+498
FL16Y J1016.2-4247,4FGL J1016.1-4247,1FLAT J101620.7-424722,WISEA J101620.67-424722.6,,,,,,15.7,-11.9,154.08613,-42.7896,,
FL16Y J1016.5+7704,4FGL J1016.4+7703,1FLAT J101647.5+770243,1RXS J101647.6+770239,,,,,,17.4,-12.6,154.19803,77.04534,1RXS J101647.6+770239,1RXS J101647.6+770239
FL16Y J1017.2-1549,4FGL J1017.2-1549,1FLAT J101717.9-154935,NVSS J101718-154933,,,,,,16.5,-12.5,154.32471,-15.8265,NVSS J101718-154933,NVSS J101718-154933
FL16Y J1017.2+5202,4FGL J1017.3+5204,1FLAT J101706.6+520247,7C 1013+5217,,,,,,15.9,-12.5,154.27769,52.04651,7C 1013+5217,7C 1013+5217
FL16Y J1017.4+2538,4FGL J1017.4+2538,1FLAT J101724.4+253958,NVSS J101724+253955,,,,,,17.7,-12.2,154.3518,25.66625,NVSS J101724+253955,NVSS J101724+253955
FL16Y J1018.5+3126,4FGL J1018.6+3126,1FLAT J101834.2+312834,RX J1018.5+3128,,,,,,16.9,-12.0,154.64254,31.47629,RX J1018.5+3128,RX J1018.5+3128
FL16Y J1019.2+5625,4FGL J1019.3+5625,2FLAT J101919.1+562428,,New blazar,P.G.,,,,16.5,-12.7,154.829476,56.4079637,,
FL16Y J1021.1+1626,4FGL J1021.1+1626,1FLAT J102100.4+162554,SDSS J102100.35+162554.0,,,,,,16.2,-12.1,155.25147,16.43167,SDSS J102100.35+162554.0,SDSS J102100.35+162554.0
FL16Y J1021.5+3805,4FGL J1021.3+3805,1FLAT J102128.9+380643,FIRST J102128.8+380643,,,,,,16.6,-12.4,155.37032,38.11203,,FIRST J102128.8+380643
FL16Y J1021.9+5124,4FGL J1021.9+5123,1FLAT J102212.2+512401,MS 1019.0+5139,,,,,,17.5,-11.7,155.55079,51.4005,MS 1019.0+5139,MS 1019.0+5139
FL16Y J1022.7-0112,4FGL J1022.7-0112,1FLAT J102243.7-011302,RX J1022.7-0112,,,,,,16.8,-11.4,155.68219,-1.21733,RX J1022.7-0112,RX J1022.7-0112
FL16Y J1023.3+4427,,2FLAT J102319.7+442518,,New blazar,P.G.,,,,15.8,-12.6,155.8322,44.4218,,
FL16Y J1023.7+3002,4FGL J1023.8+3002,1FLAT J102339.7+300057,RX J1023.6+3001,,,,,,15.9,-12.0,155.91557,30.01604,RX J1023.6+3001,RX J1023.6+3001
FL16Y J1023.8-4335,4FGL J1023.8-4335,1FLAT J102356.2-433601,RX J1023.9-4336,,,,,,16.2,-11.2,155.98413,-43.60043,RX J1023.9-4336,RX J1023.9-4336
FL16Y J1024.9+5128,,2FLAT J102459.5+513236,,New blazar,P.G.,,,,15.7,-12.5,156.2478,51.5436,,
FL16Y J1026.9-1749,4FGL J1026.9-1749,1FLAT J102658.6-174858,1RXS J102658.5-174905,,,,,,15.6,-11.4,156.74408,-17.81635,1RXS J102658.5-174905,1RXS J102658.5-174905
FL16Y J1026.9+0609,4FGL J1026.9+0608,1FLAT J102703.4+060933,NVSS J102703+060934,,,,,,17.1,-11.9,156.76411,6.15944,NVSS J102703+060934,NVSS J102703+060934
FL16Y J1027.5+6317,4FGL J1027.6+6317,1FLAT J102725.0+631753,RX J1027.4+6317,,,,,,15.8,-12.0,156.85401,63.29807,RX J1027.4+6317,RX J1027.4+6317
FL16Y J1027.6+3527,,2FLAT J102732.4+352622,2WHSP J102732.2+352621,,,,,,16.6,-12.3,156.88496,35.43945,,
FL16Y J1029.3-0828,4FGL J1029.4-0828,2FLAT J102921.1-082550,,New blazar,P.G.,,,,15.8,-12.5,157.338,-8.4306,,
FL16Y J1031.3+7441,4FGL J1031.1+7442,1FLAT J103122.3+744154,S5 1027+74,,,,,,15.6,-11.3,157.84283,74.69845,S5 1027+74,S5 1027+74
FL16Y J1031.4+5053,4FGL J1031.3+5053,1FLAT J103118.5+505335,1ES 1028+511,,,,,,17.0,-11.2,157.82719,50.89328,1ES 1028+511,1ES 1028+511
FL16Y J1031.6-2608,4FGL J1031.8-2609,1FLAT J103137.9-260716,NVSS J103137-260715,,,,,,18.3,-11.8,157.90786,-26.1213,NVSS J103137-260715,NVSS J103137-260715
FL16Y J1033.6+4221,4FGL J1033.5+4221,1FLAT J103317.9+422236,GB6 J1033+4222,,,,,,16.0,-12.2,158.32477,42.37678,GB6 J1033+4222,GB6 J1033+4222
FL16Y J1033.8+3708,4FGL J1033.7+3708,1FLAT J103346.4+370825,RX J1033.8+3708,,,,,,17.1,-11.9,158.44332,37.14032,RX J1033.8+3708,RX J1033.8+3708
FL16Y J1037.7+5711,4FGL J1037.7+5711,1FLAT J103744.3+571155,GB6 J1037+5711,,,,,,15.6,-11.2,159.43461,57.19878,GB6 J1037+5711,GB6 J1037+5711
FL16Y J1039.7+0535,4FGL J1039.6+0535,1FLAT J103940.6+053609,NVSS J103940+053608,,,,,,16.5,-12.1,159.91932,5.6025,NVSS J103940+053608,NVSS J103940+053608
FL16Y J1040.4+0947,4FGL J1040.5+0947,1FLAT J104029.0+094754,2MASS J10402901+0947544,,,,,,16.9,-12.1,160.12088,9.7984,2MASS J10402901+0947544,2MASS J10402901+0947544
FL16Y J1041.0+1342,4FGL J1041.0+1342,1FLAT J104058.4+134150,1RXS J104057.7+134216,,,,,,17.6,-11.8,160.24323,13.69739,1RXS J104057.7+134216,1RXS J104057.7+134216
FL16Y J1041.8+3901,4FGL J1041.7+3902,1FLAT J104149.1+390119,B3 1038+392,,,,,,17.0,-12.0,160.45479,39.02208,B3 1038+392,B3 1038+392
FL16Y J1042.9+0053,4FGL J1042.9+0054,1FLAT J104303.8+005420,RBS 0895,,,,,,17.4,-11.9,160.76601,0.90568,RBS 0895,RBS 0895
FL16Y J1043.4-0622,4FGL J1043.4-0623,1FLAT J104330.2-062203,1eRASS J104329.8-062203,,,,,,17.6,-12.8,160.87602,-6.36766,,
FL16Y J1043.4+0652,4FGL J1043.6+0654,1FLAT J104323.9+065310,NVSS J104323+065307,,,,,,15.7,-12.3,160.8495,6.88615,NVSS J104323+065307,NVSS J104323+065307
FL16Y J1046.1+7539,4FGL J1045.9+7538,1FLAT J104603.1+754040,NVSS J104602+754038,,,,,,17.7,-12.6,161.51289,75.67802,,NVSS J104602+754038
FL16Y J1046.8-2534,4FGL J1046.8-2534,1FLAT J104651.5-253545,NVSS J104651-253547,,,,,,17.8,-11.7,161.7145,-25.5961,NVSS J104651-253547,NVSS J104651-253547
FL16Y J1047.3+6739,4FGL J1047.2+6740,1FLAT J104705.9+673758,WISEA J104705.90+673758.0,,,,,,16.2,-12.6,161.77468,67.6328,,
FL16Y J1047.9-3738,4FGL J1047.9-3738,1FLAT J104756.9-373730,GALEXASC J104756.99-373730.1,,,,,,15.9,-12.3,161.98722,-37.62524,GALEXASC J104756.99-373730.1,GALEXASC J104756.99-373730.1
FL16Y J1049.8+5010,4FGL J1049.7+5011,1FLAT J104857.6+500945,,,,,,,16.8,-12.2,162.24005,50.16258,NVSS J104857+500943,NVSS J104857+500943
FL16Y J1051.4+3943,4FGL J1051.4+3942,1FLAT J105125.4+394325,RBS 0909,,,,,,16.9,-11.8,162.85566,39.72381,RBS 0909,RBS 0909
FL16Y J1052.2+0818,4FGL J1052.3+0818,1FLAT J105224.5+081409,2MASX J10522451+0814095,,,,,,16.7,-11.9,163.10222,8.23597,2MASX J10522451+0814095,2MASX J10522451+0814095
FL16Y J1053.7+4930,4FGL J1053.7+4930,1FLAT J105344.1+492956,GB6 J1053+4930,,,,,,16.4,-11.6,163.43386,49.49889,GB6 J1053+4930,GB6 J1053+4930
FL16Y J1055.5-0126,4FGL J1055.5-0125,1FLAT J105534.4-012616,RX J1055.5-0126,,,,,,16.4,-11.8,163.89321,-1.43786,RX J1055.5-0126,RX J1055.5-0126
FL16Y J1055.9+0253,4FGL J1056.0+0253,1FLAT J105606.6+025213,RX J1056.1+0252,,,,,,17.6,-11.7,164.02754,2.87043,RX J1056.1+0252,RX J1056.1+0252
FL16Y J1057.1+5509,4FGL J1057.2+5510,1FLAT J105707.5+551032,SDSS J105707.47+551032.2,,,,,,16.4,-12.3,164.28116,55.17561,SDSS J105707.47+551032.2,SDSS J105707.47+551032.2
FL16Y J1057.6-4050,4FGL J1057.6-4051,1FLAT J105729.7-405113,,,,,,,17.7,-12.2,164.37381,-40.85365,,
FL16Y J1057.8-2754,4FGL J1057.8-2754,1FLAT J105750.8-275410,RX J1057.8-2753,,,,,,16.1,-11.4,164.46154,-27.90303,RX J1057.8-2753,RX J1057.8-2753
FL16Y J1058.2+2135,4FGL J1058.3+2134,1FLAT J105815.4+213503,1eRASS J105815.3+213504,,,,,,16.0,-12.7,164.56415,21.58441,,
FL16Y J1100.3+4019,4FGL J1100.3+4020,1FLAT J110021.1+401928,RX J1100.3+4019,,,,,,15.9,-11.9,165.08776,40.32446,RX J1100.3+4019,RX J1100.3+4019
FL16Y J1102.5+6715,4FGL J1102.3+6715,2FLAT J110245.5+671729,,New blazar,P.G.,,,,17.0,-12.4,165.689796,67.2916181,,
FL16Y J1102.8-0149,4FGL J1102.8-0148,1FLAT J110253.0-014906,RX J1102.8-0148,,,,,,18.0,-12.3,165.72094,-1.81857,RX J1102.8-0148,RX J1102.8-0148
FL16Y J1103.6-2329,4FGL J1103.6-2329,1FLAT J110337.6-232931,1ES 1101-232,,,,,,17.5,-11.0,165.90673,-23.492,1ES 1101-232,1ES 1101-232
FL16Y J1104.0+2610,4FGL J1104.0+2611,1FLAT J110357.3+261119,SDSS J110357.29+261119.1,,,,,,17.9,-12.3,165.98875,26.18867,SDSS J110357.29+261119.1,SDSS J110357.29+261119.1
FL16Y J1104.4+3812,4FGL J1104.4+3812,1FLAT J110427.3+381231,Mkn 421,,,,,,16.7,-9.7,166.11384,38.20883,Mkn 421,Mkn 421
FL16Y J1105.5-0626,4FGL J1105.3-0626,2FLAT J110537.2-062817,,New blazar,P.G.,,,,17.2,-12.9,166.325,-6.4333,,
FL16Y J1107.8+1502,4FGL J1107.8+1501,1FLAT J110748.1+150210,RX J1107.7+1502,,,,,,15.7,-11.9,166.95026,15.03628,RX J1107.7+1502,RX J1107.7+1502
FL16Y J1109.3+2411,4FGL J1109.3+2411,1FLAT J110916.2+241120,1ES 1106+244,,,,,,16.4,-11.9,167.31736,24.18893,1ES 1106+244,1ES 1106+244
FL16Y J1109.6+3735,4FGL J1109.6+3735,1FLAT J110938.5+373611,NVSS J110938+373609,,,,,,15.6,-12.1,167.41043,37.60326,NVSS J110938+373609,NVSS J110938+373609
FL16Y J1110.6-8022,4FGL J1110.4-8023,1FLAT J111044.3-802145,1RXS J111044.8-80213,,,,,,15.7,-12.0,167.68465,-80.36257,,
FL16Y J1111.2+0137,4FGL J1111.4+0137,1FLAT J111114.3+013428,1eRASS J111114.1+013428,,,,,,17.1,-12.1,167.80955,1.57452,,
FL16Y J1111.4+3455,4FGL J1111.5+3455,1FLAT J111130.9+345203,RX J1111.5+3452,,,,,,17.6,-11.9,167.87874,34.86761,RX J1111.5+3452,RX J1111.5+3452
FL16Y J1111.9+2606,4FGL J1112.0+2607,1FLAT J111208.0+260803,2MASS J11120793+2608036,,,,,,17.0,-12.1,168.03313,26.13436,2MASS J11120793+2608036,2MASS J11120793+2608036
FL16Y J1111.9+4858,4FGL J1111.8+4858,1FLAT J111158.9+485701,SDSS J111158.89+485701.4,,,,,,16.7,-12.4,167.99541,48.95039,SDSS J111158.89+485701.4,SDSS J111158.89+485701.4
FL16Y J1112.4+1751,4FGL J1112.4+1751,1FLAT J111224.6+175121,1RXS J111224.2+175131,,,,,,16.4,-12.0,168.10254,17.85607,1RXS J111224.2+175131,1RXS J111224.2+175131
FL16Y J1114.4+1226,4FGL J1114.6+1225,1FLAT J111437.0+122713,,,,,,,16.0,-12.9,168.65424,12.45364,,
FL16Y J1114.4+4133,,2FLAT J111429.1+413303,NVSS J111425+413319,Confirmed F16Y,P.G.,,,,17.0,-12.0,168.61835,41.55766,,
FL16Y J1117.1+2013,4FGL J1117.0+2013,1FLAT J111706.2+201407,RBS 0958,,,,,,16.1,-11.3,169.27604,20.23539,RBS 0958,RBS 0958
FL16Y J1117.2+0007,4FGL J1117.2+0008,1FLAT J111717.5+000633,RX J1117.2+0006,,,,,,17.5,-11.5,169.32307,0.10934,RX J1117.2+0006,RX J1117.2+0006
FL16Y J1117.6+5859,4FGL J1118.1+5857,1FLAT J111709.8+585920,LEDA 2585124,,,,,,15.9,-11.8,169.29068,58.98916,,
FL16Y J1119.6-3047,4FGL J1119.6-3047,1FLAT J111939.6-304720,1RXS J111941.0-304652,,,,,,17.6,-12.0,169.91498,-30.78911,1RXS J111941.0-304652,1RXS J111941.0-304652
FL16Y J1120.8+4211,4FGL J1120.8+4212,1FLAT J112048.1+421212,RBS 0970,,,,,,16.2,-11.3,170.20026,42.20346,RBS 0970,RBS 0970
FL16Y J1122.1-0229,4FGL J1122.0-0231,1FLAT J112213.7-022914,1eRASS J112213.6-022912,,,,,,15.8,-12.1,170.55712,-2.48729,,
FL16Y J1123.2-3232,4FGL J1123.1-3233,1FLAT J112318.1-323218,1RXS J112318.0-323219,,,,,,16.8,-12.2,170.82529,-32.53846,1RXS J112318.0-323219,1RXS J112318.0-323219
FL16Y J1123.9+7231,4FGL J1123.8+7230,1FLAT J112349.2+722959,RX J1123.8+7230,,,,,,17.2,-12.0,170.95489,72.49991,RX J1123.8+7230,RX J1123.8+7230
FL16Y J1125.0+4933,4FGL J1124.9+4934,1FLAT J112453.8+493409,GB6 J1124+4933,,,,,,16.7,-11.7,171.22429,49.56938,GB6 J1124+4933,GB6 J1124+4933
FL16Y J1125.8-0742,4FGL J1125.9-0742,1FLAT J112551.9-074220,1RXS J112551.6-074219,,,,,,15.6,-11.9,171.46622,-7.70583,1RXS J112551.6-074219,1RXS J112551.6-074219
FL16Y J1129.2-1015,4FGL J1129.2-1014,1FLAT J112912.5-101350,NVSS J112912-101349,,,,,,15.9,-12.6,172.30216,-10.23057,NVSS J112912-101349,NVSS J112912-101349
FL16Y J1129.7-4217,4FGL J1129.8-4217,1FLAT J113006.9-421441,LEDA 566417,,,,,,17.8,-11.2,172.52879,-42.24497,LEDA 566417,LEDA 566417
FL16Y J1130.6-3137,4FGL J1130.5-3137,1FLAT J113046.0-313806,NVSS J113046-313805,,,,,,17.1,-11.9,172.6916,-31.63525,NVSS J113046-313805,NVSS J113046-313805
FL16Y J1130.6-7801,4FGL J1130.5-7801,1FLAT J113032.0-780103,SUMSS J113032-780105,,,,,,17.6,-11.4,172.6332,-78.01756,SUMSS J113032-780105,SUMSS J113032-780105
FL16Y J1131.0-0944,4FGL J1131.1-0944,1FLAT J113105.2-094405,1RXS J113104.6-094353,,,,,,16.1,-12.1,172.77185,-9.73498,1RXS J113104.6-094353,1RXS J113104.6-094353
FL16Y J1132.2-4737,4FGL J1132.2-4736,1FLAT J113209.3-473856,SUMSS J113209-473856,,,,,,17.3,-11.6,173.03889,-47.64892,SUMSS J113209-473856,SUMSS J113209-473856
FL16Y J1133.8-2048,4FGL J1133.8-2048,1FLAT J113349.9-204850,NVSS J113350-204852,,,,,,16.2,-11.8,173.45771,-20.81412,NVSS J113350-204852,NVSS J113350-204852
FL16Y J1134.8-1728,4FGL J1134.8-1729,1FLAT J113444.7-172901,1RXS J113443.6-172853,,,,,,17.1,-12.0,173.68621,-17.48383,1RXS J113443.6-172853,1RXS J113443.6-172853
FL16Y J1136.4+6736,4FGL J1136.4+6736,1FLAT J113630.0+673703,RX J1136.5+6737,,,,,,17.3,-11.2,174.12504,67.61775,RX J1136.5+6737,RX J1136.5+6737
FL16Y J1136.5+7009,4FGL J1136.4+7009,1FLAT J113626.3+700925,Mkn 180,,,,,,15.7,-11.0,174.10966,70.15708,Mkn 180,Mkn 180
FL16Y J1137.8-1709,4FGL J1137.9-1708,1FLAT J113755.7-171043,NVSS J113755-171031,,,,,,17.9,-11.5,174.48192,-17.17865,NVSS J113755-171031,NVSS J113755-171031
FL16Y J1139.0+5530,4FGL J1139.0+5530,1FLAT J113900.8+553035,RX J1138.9+5530,,,,,,17.2,-12.7,174.75321,55.50989,RX J1138.9+5530,RX J1138.9+5530
FL16Y J1140.4+1529,4FGL J1140.5+1528,1FLAT J114023.5+152809,NVSS J114023+152808,,,,,,16.6,-11.6,175.09792,15.46943,NVSS J114023+152808,NVSS J114023+152808
FL16Y J1141.6-1407,4FGL J1141.5-1408,1FLAT J114141.8-140754,NVSS J114141-140753,,,,,,16.0,-12.0,175.42417,-14.13183,NVSS J114141-140753,NVSS J114141-140753
FL16Y J1143.9+1558,4FGL J1143.9+1558,1FLAT J114352.5+155823,NVSS J114352+155821,,,,,,18.5,-11.9,175.96855,15.97319,NVSS J114352+155821,NVSS J114352+155821
FL16Y J1145.5-0341,4FGL J1145.5-0340,1FLAT J114535.3-034005,RBS 1029,,,,,,17.1,-11.9,176.39699,-3.66819,RBS 1029,RBS 1029
FL16Y J1146.0-0638,4FGL J1146.0-0638,1FLAT J114600.8-063854,WISEA J114600.85-063854.9,,,,,,15.9,-12.2,176.5034891,-6.6485142,,
FL16Y J1149.5+2440,4FGL J1149.4+2441,1FLAT J114930.4+243926,RX J1149.5+2439,,,,,,17.2,-11.8,177.37646,24.65744,RX J1149.5+2439,RX J1149.5+2439
FL16Y J1154.0-0010,4FGL J1154.0-0010,1FLAT J115404.6-001009,1RXS J115404.9-001008,,,,,,16.3,-11.8,178.51898,-0.16941,1RXS J115404.9-001008,1RXS J115404.9-001008
FL16Y J1155.2-1111,4FGL J1155.2-1111,1FLAT J115514.8-111122,WISEA J115514.86-111122.5,,,,,,16.7,-12.6,178.81187,-11.18961,,
FL16Y J1155.4-3418,4FGL J1155.5-3418,1FLAT J115520.5-341719,NVSS J115520-341718,,,,,,15.7,-12.0,178.8355,-34.28886,NVSS J115520-341718,NVSS J115520-341718
FL16Y J1158.8+0820,4FGL J1158.9+0818,1FLAT J115853.2+081943,RX J1158.8+0819,,,,,,17.0,-11.9,179.72164,8.32867,RX J1158.8+0819,RX J1158.8+0819
FL16Y J1159.1-1430,4FGL J1158.8-1430,1FLAT J115912.6-143154,WISEA J115912.63-143154.8,,,,,,17.1,-11.9,179.8026,-14.53191,,
FL16Y J1200.9-1430,4FGL J1200.8-1429,1FLAT J120055.1-143040,NVSS J120055-143040,,,,,,17.6,-12.5,180.22972,-14.51119,NVSS J120055-143040,NVSS J120055-143040
FL16Y J1203.2-3925,4FGL J1203.4-3925,1FLAT J120317.9-392621,PMN J1203-3926,,,,,,16.8,-11.7,180.82452,-39.43919,PMN J1203-3926,PMN J1203-3926
FL16Y J1204.1+1146,4FGL J1204.0+1146,1FLAT J120412.2+114554,1RXS J120413.0+114549,,,,,,16.4,-11.7,181.05089,11.76511,1RXS J120413.0+114549,1RXS J120413.0+114549
FL16Y J1207.3-0525,4FGL J1207.2-0524,1FLAT J120722.7-052437,1RXS J120722.5-052442,,,,,,15.7,-12.6,181.84447,-5.41055,1RXS J120722.5-052442,1RXS J120722.5-052442
FL16Y J1208.5+6121,4FGL J1208.4+6121,1FLAT J120837.1+612106,RGB J1208+613,,,,,,16.6,-12.0,182.15463,61.35181,RGB J1208+613,RGB J1208+613
FL16Y J1209.0-4629,4FGL J1209.0-4630,1FLAT J120905.1-462947,SUMSS J120905-462944,,,,,,16.0,-12.4,182.27115,-46.49647,SUMSS J120905-462944,SUMSS J120905-462944
FL16Y J1210.1+3240,4FGL J1210.1+3241,2FLAT J121002.7+324059,,New blazar,P.G.,,,,16.1,-12.5,182.511093,32.6831984,,
FL16Y J1210.4+3928,4FGL J1210.3+3928,1FLAT J121026.6+392908,1E 1207.9+3945,,,,,,17.7,-12.2,182.6108,39.48573,1E 1207.9+3945,1E 1207.9+3945
FL16Y J1211.6+3901,4FGL J1211.6+3901,1FLAT J121134.2+390053,FIRST J121134.2+390053,,,,,,17.8,-12.5,182.89267,39.01494,FIRST J121134.2+390053,FIRST J121134.2+390053
FL16Y J1211.9+0305,,2FLAT J121154.2+031013,,New blazar,P.G.,,,,16.5,-12.5,182.9757773,3.1703648,,
FL16Y J1212.0+2243,4FGL J1212.0+2242,1FLAT J121158.5+224234,RX J1211.9+2242,,,,,,18.1,-11.7,182.99383,22.70968,RX J1211.9+2242,RX J1211.9+2242
FL16Y J1212.7-1401,4FGL J1212.7-1402,1FLAT J121240.7-140142,1RXS J121240.3-140141,,,,,,16.5,-12.3,183.16942,-14.02849,1RXS J121240.3-140141,1RXS J121240.3-140141
FL16Y J1213.3-2618,4FGL J1213.3-2618,1FLAT J121323.3-261808,RBS 1080,,,,,,17.2,-11.4,183.34693,-26.30235,RBS 1080,RBS 1080
FL16Y J1213.6+1236,4FGL J1213.6+1236,1FLAT J121341.6+123636,1eRASS J121341.9+123636,,,,,,17.0,-12.9,183.42348,12.61017,,
FL16Y J1215.1+0731,4FGL J1215.1+0731,1FLAT J121511.0+073204,1ES 1212+078,,,,,,17.0,-11.6,183.79574,7.53463,1ES 1212+078,1ES 1212+078
FL16Y J1216.1+0929,4FGL J1216.1+0930,1FLAT J121606.4+092909,TXS 1213+097,,,,,,15.8,-11.5,184.02674,9.48606,TXS 1213+097,TXS 1213+097
FL16Y J1220.2-2459,4FGL J1220.1-2458,1FLAT J122014.5-245948,WISEA J122014.53-245948.6,,,,,,17.2,-12.2,185.06058,-24.99682,,
FL16Y J1220.3-3714,4FGL J1220.2-3713,1FLAT J122019.8-371413,2MASS J12201982-3714137,,,,,,16.0,-11.9,185.08255,-37.23715,2MASS J12201982-3714137,2MASS J12201982-3714137
FL16Y J1221.2+4743,4FGL J1221.1+4742,1FLAT J122107.8+474228,RX J1221.1+4742,,,,,,16.4,-12.3,185.28242,47.70792,,RX J1221.1+4742
FL16Y J1221.3+6909,4FGL J1221.2+6910,1FLAT J122043.8+690527,,,,,,,17.5,-12.5,185.18251,69.09087,,WISEA J122044.56+690525.3
FL16Y J1221.4+3010,4FGL J1221.3+3010,1FLAT J122121.9+301037,PG 1218+304,,,,,,16.7,-10.9,185.34142,30.17697,PG 1218+304,PG 1218+304
FL16Y J1221.6+0820,,2FLAT J122132.1+082144,WISEA J122132.07+082144.2,Confirmed F16Y,P.G.,,,,15.8,-12.2,185.38361,8.36228,,
FL16Y J1222.2+3544,4FGL J1221.9+3543,1FLAT J122211.4+354058,SDSS J122211.42+354058.3,,,,,,15.7,-12.4,185.54759,35.68286,SDSS J122211.42+354058.3,SDSS J122211.42+354058.3
