ra,dec,name
133.246755,3.22239194,085259.22+031320.6
133.39266611,43.81730806,085334.23+434902.3
133.98801806,56.25965694,085557.12+561534.7
134.13502389,50.68724111,085632.40+504114.0
134.34996306,9.06362889,085723.99+090349.0
134.61956694,34.395515,085828.69+342343.8
134.85146,46.62146306,085924.35+463717.2
135.46308111,10.50567806,090151.13+103020.4
136.08702611,1.51056889,090420.88+013038.0
136.22914889,51.24572111,090454.99+511444.5
136.38872,51.58548694,090533.29+513507.7
136.50479389,48.31455806,090601.15+481852.4
136.84815389,17.27120611,090723.55+171616.3
137.100605,3.65830194,090824.14+033929.8
137.35004611,0.03640611,090924.01+000211.0
137.54173306,48.22825306,091010.01+481341.7
138.07393389,24.84385694,091217.74+245037.8
138.25428,52.99135194,091301.02+525928.8
139.10584889,47.24488889,091625.40+471441.6
139.25995,-0.73820889,091702.38-004417.5
139.75635694,42.90998806,091901.52+425435.9
139.98060694,55.36031,091955.34+552137.1
139.990025,51.10267,091957.60+510609.6
140.27292194,29.003335,092105.50+290012.0
140.28877,14.26720306,092109.30+141601.9
140.38756306,32.22235111,092133.01+321320.4
140.994985,58.81839194,092358.79+584906.2
141.13951111,36.88009806,092433.48+365248.3
141.309825,54.74086306,092514.35+544427.1
141.42636889,34.68573111,092542.32+344108.6
141.47797889,19.90142306,092554.71+195405.1
141.76329806,52.38790889,092703.19+522316.4
141.95447889,40.64222306,092749.07+403832.0
141.98702,25.50216194,092756.88+253007.7
142.03930806,38.50016389,092809.43+383000.5
142.086655,39.079555,092820.79+390446.3
142.29079806,46.74001694,092909.79+464424.0
142.41599111,37.70241694,092939.83+374208.7
142.46742,35.91384194,092952.18+355449.8
142.64346806,20.73795111,093034.43+204416.6
143.67609694,22.74430389,093442.26+224439.4
143.760545,43.51963111,093502.53+433110.6
143.81130111,3.59604306,093514.71+033545.7
144.10598889,39.82604694,093625.43+394933.7
144.25796694,34.41663306,093701.91+342459.8
144.36908194,32.76344111,093728.57+324548.3
144.73756889,41.47256889,093857.01+412821.2
144.93231889,56.04181389,093943.75+560230.5
144.935585,39.40079611,093944.54+392402.8
145.08800306,3.52910611,094021.12+033144.7
145.39035389,59.80310611,094133.68+594811.1
146.179685,6.41872306,094443.12+062507.4
147.24781306,43.58860111,094859.47+433518.9
147.42125889,29.92200389,094941.10+295519.2
147.47047889,39.03443111,094952.91+390203.9
147.51200806,18.834975,095002.88+185005.9
147.70161389,39.44735889,095048.38+392650.4
148.40358,16.20802,095336.85+161228.8
149.207805,29.83741694,095649.87+295014.7
149.29909694,63.16948306,095711.78+631010.1
149.81186889,32.06590389,095914.84+320357.2
149.88198389,50.74696889,095931.67+504449.0
